,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-02 23:45:36,39.6,64.3,84.3,40.9,40.0,42.9
2019-02-02 23:52:48,39.6,64.3,84.3,40.9,40.0,42.9
2019-02-03 00:00:00,39.6,64.3,84.3,40.9,40.0,42.9
2019-02-03 00:07:12,39.6,64.3,84.3,40.9,40.0,42.9
2019-02-03 00:14:24,39.6,64.3,84.3,40.9,40.0,42.9
2019-02-03 00:21:36,39.6,64.3,84.3,40.9,40.0,43.0
2019-02-03 00:28:48,39.6,64.3,84.3,40.9,40.0,43.0
2019-02-03 00:36:00,39.6,64.2,84.3,40.9,40.0,43.0
2019-02-03 00:43:12,39.6,64.2,84.3,40.9,40.0,43.0
2019-02-03 00:50:24,39.6,64.2,84.3,40.9,40.0,43.0
2019-02-03 00:57:36,39.6,64.2,84.3,40.9,40.0,43.0
2019-02-03 01:04:48,39.6,64.2,84.3,40.8,40.0,43.0
2019-02-03 01:12:00,39.6,64.2,84.3,40.8,40.0,43.0
2019-02-03 01:19:12,39.6,64.2,84.3,40.8,40.0,43.0
2019-02-03 01:26:24,39.6,64.2,84.3,40.8,40.0,43.0
2019-02-03 01:33:36,39.6,64.2,84.2,40.8,40.0,43.0
2019-02-03 01:40:48,39.6,64.2,84.2,40.8,40.0,43.0
2019-02-03 01:48:00,39.6,64.2,84.2,40.9,40.0,43.0
2019-02-03 01:55:12,39.6,64.2,84.2,40.9,40.0,43.0
2019-02-03 02:02:24,39.7,64.2,84.2,40.9,40.0,43.0
2019-02-03 02:09:36,39.7,64.2,84.2,40.9,40.0,43.0
2019-02-03 02:16:48,39.7,64.2,84.2,40.9,40.0,43.0
2019-02-03 02:24:00,39.7,64.2,84.2,40.9,40.0,43.0
2019-02-03 02:31:12,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 02:38:24,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 02:45:36,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 02:52:48,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:00:00,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:07:12,39.6,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:14:24,39.6,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:21:36,39.6,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:28:48,39.6,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:36:00,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:43:12,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:50:24,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 03:57:36,39.7,64.1,84.2,40.9,40.0,43.0
2019-02-03 04:04:48,39.6,64.0,84.2,40.9,40.0,43.0
2019-02-03 04:12:00,39.6,64.0,84.2,40.9,40.0,43.0
2019-02-03 04:19:12,39.6,64.0,84.2,40.9,40.0,43.0
2019-02-03 04:26:24,39.6,64.0,84.2,40.9,40.0,43.0
2019-02-03 04:33:36,39.6,64.0,84.1,40.8,40.0,43.0
2019-02-03 04:40:48,39.6,64.0,84.1,40.8,40.0,43.0
2019-02-03 04:48:00,39.6,64.0,84.1,40.8,40.0,43.0
2019-02-03 04:55:12,39.6,64.0,84.1,40.8,40.0,43.0
2019-02-03 05:02:24,39.6,63.9,84.1,40.8,40.0,43.0
2019-02-03 05:09:36,39.6,63.9,84.1,40.8,40.0,43.0
2019-02-03 05:16:48,39.6,63.9,84.1,40.8,40.0,43.0
2019-02-03 05:24:00,39.6,63.9,84.1,40.8,40.0,43.0
