,4345_POG_26.26,4353_POG_27.27,4361_POG_28.28,4369_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-02-02 23:45:36,0.64,1.08,0.98,1.08
2019-02-02 23:52:48,0.63,1.06,0.89,1.19
2019-02-03 00:00:00,0.63,1.06,0.89,1.19
2019-02-03 00:07:12,0.68,1.01,1.02,1.18
2019-02-03 00:14:24,0.68,1.01,1.02,1.18
2019-02-03 00:21:36,0.48,1.05,0.91,1.05
2019-02-03 00:28:48,0.48,1.05,0.91,1.05
2019-02-03 00:36:00,0.68,0.93,1.05,1.22
2019-02-03 00:43:12,0.68,0.93,1.05,1.22
2019-02-03 00:50:24,0.48,0.81,0.92,1.03
2019-02-03 00:57:36,0.48,0.81,0.92,1.03
2019-02-03 01:04:48,0.69,0.84,0.9,0.96
2019-02-03 01:12:00,0.69,0.84,0.9,0.96
2019-02-03 01:19:12,0.99,0.91,0.99,1.05
2019-02-03 01:26:24,0.99,0.91,0.99,1.05
2019-02-03 01:33:36,0.84,1.07,1.17,1.19
2019-02-03 01:40:48,0.84,1.07,1.17,1.19
2019-02-03 01:48:00,0.68,0.87,0.86,0.93
2019-02-03 01:55:12,0.68,0.87,0.86,0.93
2019-02-03 02:02:24,0.5,0.97,0.78,0.94
2019-02-03 02:09:36,0.5,0.97,0.78,0.94
2019-02-03 02:16:48,0.51,0.75,0.88,0.91
2019-02-03 02:24:00,0.51,0.75,0.88,0.91
2019-02-03 02:31:12,0.4,0.71,0.7,0.82
2019-02-03 02:38:24,0.4,0.71,0.7,0.82
2019-02-03 02:45:36,0.31,0.6,0.74,0.73
2019-02-03 02:52:48,0.31,0.6,0.74,0.73
2019-02-03 03:00:00,0.31,0.6,0.74,0.73
2019-02-03 03:07:12,0.52,0.51,0.66,0.82
2019-02-03 03:14:24,0.52,0.51,0.66,0.82
2019-02-03 03:21:36,0.39,0.44,0.65,0.75
2019-02-03 03:28:48,0.39,0.44,0.65,0.75
2019-02-03 03:36:00,0.1,0.32,0.42,0.46
2019-02-03 03:43:12,0.1,0.32,0.42,0.46
2019-02-03 03:50:24,0.06,0.4,0.41,0.62
2019-02-03 03:57:36,0.06,0.4,0.41,0.62
2019-02-03 04:04:48,0.23,0.35,0.49,0.7
2019-02-03 04:12:00,0.23,0.35,0.49,0.7
2019-02-03 04:19:12,0.19,0.32,0.38,0.57
2019-02-03 04:26:24,0.19,0.32,0.38,0.57
2019-02-03 04:33:36,0.0,0.05,0.18,0.19
2019-02-03 04:40:48,0.0,0.05,0.18,0.19
2019-02-03 04:48:00,0.01,0.08,0.26,0.3
2019-02-03 04:55:12,0.01,0.08,0.26,0.3
2019-02-03 05:02:24,0.02,0.0,0.0,0.0
2019-02-03 05:09:36,0.02,0.0,0.0,0.0
2019-02-03 05:16:48,0.0,0.38,0.32,0.01
2019-02-03 05:24:00,0.0,0.38,0.32,0.01
2019-02-03 05:31:12,0.1,0.35,0.23,0.28
2019-02-03 05:38:24,0.1,0.35,0.23,0.28
2019-02-03 05:45:36,0.1,0.35,0.23,0.28
2019-02-03 05:52:48,0.04,0.09,0.28,0.39
2019-02-03 06:00:00,0.04,0.09,0.28,0.39
2019-02-03 06:07:12,0.04,0.21,0.18,0.41
2019-02-03 06:14:24,0.04,0.21,0.18,0.41
2019-02-03 06:21:36,0.19,0.27,0.32,0.59
2019-02-03 06:28:48,0.19,0.27,0.32,0.59
2019-02-03 06:36:00,0.1,0.42,0.4,0.54
2019-02-03 06:43:12,0.1,0.42,0.4,0.54
2019-02-03 06:50:24,0.1,0.61,0.53,0.35
2019-02-03 06:57:36,0.1,0.61,0.53,0.35
2019-02-03 07:04:48,0.17,0.1,0.26,0.29
2019-02-03 07:12:00,0.17,0.1,0.26,0.29
2019-02-03 07:19:12,0.05,0.18,0.2,0.23
2019-02-03 07:26:24,0.05,0.18,0.2,0.23
2019-02-03 07:33:36,0.0,0.13,0.08,0.04
2019-02-03 07:40:48,0.0,0.13,0.08,0.04
2019-02-03 07:48:00,0.21,0.24,0.07,0.04
2019-02-03 07:55:12,0.21,0.24,0.07,0.04
2019-02-03 08:02:24,0.09,0.27,0.11,0.12
2019-02-03 08:09:36,0.09,0.27,0.11,0.12
2019-02-03 08:16:48,0.07,0.44,0.31,0.27
2019-02-03 08:24:00,0.07,0.44,0.31,0.27
2019-02-03 08:31:12,0.29,0.7,0.72,0.77
2019-02-03 08:38:24,0.29,0.7,0.72,0.77
2019-02-03 08:45:36,0.29,0.7,0.72,0.77
2019-02-03 08:52:48,0.16,0.83,0.64,0.65
2019-02-03 09:00:00,0.16,0.83,0.64,0.65
2019-02-03 09:07:12,0.28,1.05,0.8,0.83
2019-02-03 09:14:24,0.28,1.05,0.8,0.83
2019-02-03 09:21:36,0.25,0.73,0.55,0.51
2019-02-03 09:28:48,0.25,0.73,0.55,0.51
2019-02-03 09:36:00,0.25,0.49,0.33,0.3
2019-02-03 09:43:12,0.25,0.49,0.33,0.3
2019-02-03 09:50:24,0.28,0.71,0.52,0.34
2019-02-03 09:57:36,0.28,0.71,0.52,0.34
2019-02-03 10:04:48,0.63,1.08,0.93,0.9
2019-02-03 10:12:00,0.63,1.08,0.93,0.9
2019-02-03 10:19:12,0.46,0.89,0.7,0.63
2019-02-03 10:26:24,0.46,0.89,0.7,0.63
2019-02-03 10:33:36,0.42,1.02,0.75,0.71
2019-02-03 10:40:48,0.42,1.02,0.75,0.71
2019-02-03 10:48:00,0.48,1.01,0.82,0.7
2019-02-03 10:55:12,0.48,1.01,0.82,0.7
2019-02-03 11:02:24,0.95,1.13,0.65,0.68
2019-02-03 11:09:36,0.95,1.13,0.65,0.68
2019-02-03 11:16:48,1.08,1.28,0.83,0.94
2019-02-03 11:24:00,1.08,1.28,0.83,0.94
2019-02-03 11:31:12,0.65,1.09,0.85,0.82
2019-02-03 11:38:24,0.65,1.09,0.85,0.82
2019-02-03 11:45:36,0.65,1.09,0.85,0.82
2019-02-03 11:52:48,0.48,1.08,0.7,0.55
2019-02-03 12:00:00,0.48,1.08,0.7,0.55
2019-02-03 12:07:12,0.53,0.76,0.5,0.46
2019-02-03 12:14:24,0.53,0.76,0.5,0.46
2019-02-03 12:21:36,0.82,1.0,0.6,0.65
2019-02-03 12:28:48,0.82,1.0,0.6,0.65
2019-02-03 12:36:00,0.79,0.76,0.53,0.68
2019-02-03 12:43:12,0.79,0.76,0.53,0.68
2019-02-03 12:50:24,0.73,0.65,0.41,0.37
2019-02-03 12:57:36,0.73,0.65,0.41,0.37
2019-02-03 13:04:48,0.9,0.76,0.46,0.55
2019-02-03 13:12:00,0.9,0.76,0.46,0.55
2019-02-03 13:19:12,0.57,0.74,0.34,0.59
2019-02-03 13:26:24,0.57,0.74,0.34,0.59
2019-02-03 13:33:36,0.77,0.83,0.42,0.49
2019-02-03 13:40:48,0.77,0.83,0.42,0.49
2019-02-03 13:48:00,0.54,0.7,0.35,0.46
2019-02-03 13:55:12,0.54,0.7,0.35,0.46
2019-02-03 14:02:24,0.48,0.56,0.34,0.22
2019-02-03 14:09:36,0.48,0.56,0.34,0.22
2019-02-03 14:16:48,0.52,0.73,0.39,0.4
2019-02-03 14:24:00,0.52,0.73,0.39,0.4
2019-02-03 14:31:12,0.39,0.62,0.38,0.42
2019-02-03 14:38:24,0.39,0.62,0.38,0.42
2019-02-03 14:45:36,0.39,0.62,0.38,0.42
2019-02-03 14:52:48,0.56,0.69,0.33,0.45
2019-02-03 15:00:00,0.56,0.69,0.33,0.45
2019-02-03 15:07:12,0.44,0.41,0.18,0.19
2019-02-03 15:14:24,0.44,0.41,0.18,0.19
2019-02-03 15:21:36,0.48,0.46,0.28,0.16
2019-02-03 15:28:48,0.48,0.46,0.28,0.16
2019-02-03 15:36:00,0.57,0.56,0.45,0.39
2019-02-03 15:43:12,0.57,0.56,0.45,0.39
2019-02-03 15:50:24,0.71,0.71,0.38,0.42
2019-02-03 15:57:36,0.71,0.71,0.38,0.42
2019-02-03 16:04:48,0.63,0.64,0.46,0.42
2019-02-03 16:12:00,0.63,0.64,0.46,0.42
2019-02-03 16:19:12,0.62,0.61,0.45,0.38
2019-02-03 16:26:24,0.62,0.61,0.45,0.38
2019-02-03 16:33:36,0.72,0.73,0.63,0.42
2019-02-03 16:40:48,0.72,0.73,0.63,0.42
2019-02-03 16:48:00,1.01,0.78,0.56,0.39
2019-02-03 16:55:12,1.01,0.78,0.56,0.39
2019-02-03 17:02:24,0.78,0.67,0.47,0.33
2019-02-03 17:09:36,0.78,0.67,0.47,0.33
2019-02-03 17:16:48,0.73,0.66,0.42,0.45
2019-02-03 17:24:00,0.73,0.66,0.42,0.45
2019-02-03 17:31:12,0.74,0.71,0.45,0.37
2019-02-03 17:38:24,0.74,0.71,0.45,0.37
2019-02-03 17:45:36,0.74,0.71,0.45,0.37
2019-02-03 17:52:48,0.56,0.79,0.43,0.57
2019-02-03 18:00:00,0.56,0.79,0.43,0.57
2019-02-03 18:07:12,0.62,0.71,0.39,0.52
2019-02-03 18:14:24,0.62,0.71,0.39,0.52
2019-02-03 18:21:36,0.79,1.05,0.82,0.62
2019-02-03 18:28:48,0.79,1.05,0.82,0.62
2019-02-03 18:36:00,0.66,1.15,1.04,0.91
2019-02-03 18:43:12,0.66,1.15,1.04,0.91
2019-02-03 18:50:24,0.7,1.32,1.14,0.92
2019-02-03 18:57:36,0.7,1.32,1.14,0.92
