,3863_FIF_38.9,3865_FIF_39.10,3867_FIF_40.11,3869_FIF_41.12
,avg,avg,avg,avg
Time,,,,
2019-02-02 23:45:36,85.225806,100.0,89.0,100.0
2019-02-02 23:52:48,86.0,100.0,89.033333,100.0
2019-02-03 00:00:00,86.0,100.0,89.033333,100.0
2019-02-03 00:07:12,86.0,100.0,89.533333,100.0
2019-02-03 00:14:24,86.0,100.0,89.533333,100.0
2019-02-03 00:21:36,86.0,100.0,90.0,100.0
2019-02-03 00:28:48,86.0,100.0,90.0,100.0
2019-02-03 00:36:00,86.0,100.0,90.0,100.0
2019-02-03 00:43:12,86.0,100.0,90.0,100.0
2019-02-03 00:50:24,86.533333,100.0,90.0,100.0
2019-02-03 00:57:36,86.533333,100.0,90.0,100.0
2019-02-03 01:04:48,86.3,100.0,90.0,100.0
2019-02-03 01:12:00,86.3,100.0,90.0,100.0
2019-02-03 01:19:12,86.3,100.0,90.0,100.0
2019-02-03 01:26:24,86.3,100.0,90.0,100.0
2019-02-03 01:33:36,87.0,100.0,90.0,100.0
2019-02-03 01:40:48,87.0,100.0,90.0,100.0
2019-02-03 01:48:00,87.0,100.0,90.0,100.0
2019-02-03 01:55:12,87.0,100.0,90.0,100.0
2019-02-03 02:02:24,87.0,100.0,90.0,100.0
2019-02-03 02:09:36,87.0,100.0,90.0,100.0
2019-02-03 02:16:48,87.666667,100.0,90.0,100.0
2019-02-03 02:24:00,87.666667,100.0,90.0,100.0
2019-02-03 02:31:12,88.0,100.0,90.321429,100.0
2019-02-03 02:38:24,88.0,100.0,90.321429,100.0
2019-02-03 02:45:36,87.954545,100.0,90.863636,100.0
2019-02-03 02:52:48,87.954545,100.0,90.863636,100.0
2019-02-03 03:00:00,87.954545,100.0,90.863636,100.0
2019-02-03 03:07:12,88.0,100.0,91.0,100.0
2019-02-03 03:14:24,88.0,100.0,91.0,100.0
2019-02-03 03:21:36,88.0,100.0,91.0,100.0
2019-02-03 03:28:48,88.0,100.0,91.0,100.0
2019-02-03 03:36:00,88.034483,100.0,91.0,100.0
2019-02-03 03:43:12,88.034483,100.0,91.0,100.0
2019-02-03 03:50:24,88.827586,100.0,91.0,100.0
2019-02-03 03:57:36,88.827586,100.0,91.0,100.0
2019-02-03 04:04:48,88.533333,100.0,91.366667,100.0
2019-02-03 04:12:00,88.533333,100.0,91.366667,100.0
2019-02-03 04:19:12,89.0,100.0,91.62069,100.0
2019-02-03 04:26:24,89.0,100.0,91.62069,100.0
2019-02-03 04:33:36,88.833333,100.0,91.633333,100.0
2019-02-03 04:40:48,88.833333,100.0,91.633333,100.0
2019-02-03 04:48:00,88.933333,100.0,91.766667,100.0
2019-02-03 04:55:12,88.933333,100.0,91.766667,100.0
2019-02-03 05:02:24,88.965517,100.0,91.344828,100.0
2019-02-03 05:09:36,88.965517,100.0,91.344828,100.0
2019-02-03 05:16:48,89.0,100.0,91.62069,100.0
2019-02-03 05:24:00,89.0,100.0,91.62069,100.0
2019-02-03 05:31:12,89.103448,100.0,92.0,100.0
2019-02-03 05:38:24,89.103448,100.0,92.0,100.0
2019-02-03 05:45:36,89.103448,100.0,92.0,100.0
2019-02-03 05:52:48,89.0,100.0,92.0,100.0
2019-02-03 06:00:00,89.0,100.0,92.0,100.0
2019-02-03 06:07:12,89.0,100.0,92.0,100.0
2019-02-03 06:14:24,89.0,100.0,92.0,100.0
2019-02-03 06:21:36,89.366667,100.0,92.0,100.0
2019-02-03 06:28:48,89.366667,100.0,92.0,100.0
2019-02-03 06:36:00,89.206897,100.0,92.0,100.0
2019-02-03 06:43:12,89.206897,100.0,92.0,100.0
2019-02-03 06:50:24,89.0,100.0,92.0,100.0
2019-02-03 06:57:36,89.0,100.0,92.0,100.0
2019-02-03 07:04:48,88.958333,100.0,91.791667,100.0
2019-02-03 07:12:00,88.958333,100.0,91.791667,100.0
2019-02-03 07:19:12,88.173913,100.0,91.086957,100.0
2019-02-03 07:26:24,88.173913,100.0,91.086957,100.0
2019-02-03 07:33:36,88.0,100.0,91.0,100.0
2019-02-03 07:40:48,88.0,100.0,91.0,100.0
2019-02-03 07:48:00,88.0,100.0,91.0,100.0
2019-02-03 07:55:12,88.0,100.0,91.0,100.0
2019-02-03 08:02:24,87.8,100.0,90.433333,100.0
2019-02-03 08:09:36,87.8,100.0,90.433333,100.0
2019-02-03 08:16:48,86.137931,100.0,89.0,100.0
2019-02-03 08:24:00,86.137931,100.0,89.0,100.0
2019-02-03 08:31:12,86.0,100.0,89.0,100.0
2019-02-03 08:38:24,86.0,100.0,89.0,100.0
2019-02-03 08:45:36,86.0,100.0,89.0,100.0
2019-02-03 08:52:48,86.0,100.0,89.0,100.0
2019-02-03 09:00:00,86.0,100.0,89.0,100.0
2019-02-03 09:07:12,86.0,100.0,89.0,100.0
2019-02-03 09:14:24,86.0,100.0,89.0,100.0
2019-02-03 09:21:36,85.137931,100.0,89.0,100.0
2019-02-03 09:28:48,85.137931,100.0,89.0,100.0
2019-02-03 09:36:00,85.0,100.0,87.931034,100.0
2019-02-03 09:43:12,85.0,100.0,87.931034,100.0
2019-02-03 09:50:24,83.655172,100.0,86.344828,100.0
2019-02-03 09:57:36,83.655172,100.0,86.344828,100.0
2019-02-03 10:04:48,82.931034,100.0,85.0,98.172414
2019-02-03 10:12:00,82.931034,100.0,85.0,98.172414
2019-02-03 10:19:12,82.689655,100.0,85.0,98.034483
2019-02-03 10:26:24,82.689655,100.0,85.0,98.034483
2019-02-03 10:33:36,82.25,100.0,84.607143,94.535714
2019-02-03 10:40:48,82.25,100.0,84.607143,94.535714
2019-02-03 10:48:00,82.0,100.0,83.689655,91.965517
2019-02-03 10:55:12,82.0,100.0,83.689655,91.965517
2019-02-03 11:02:24,82.0,100.0,83.0,91.857143
2019-02-03 11:09:36,82.0,100.0,83.0,91.857143
2019-02-03 11:16:48,82.925926,100.0,83.0,94.592593
2019-02-03 11:24:00,82.925926,100.0,83.0,94.592593
2019-02-03 11:31:12,83.0,100.0,83.375,97.416667
2019-02-03 11:38:24,83.0,100.0,83.375,97.416667
2019-02-03 11:45:36,83.0,100.0,83.375,97.416667
2019-02-03 11:52:48,83.0,100.0,83.909091,98.045455
2019-02-03 12:00:00,83.0,100.0,83.909091,98.045455
2019-02-03 12:07:12,82.642857,100.0,84.0,98.642857
2019-02-03 12:14:24,82.642857,100.0,84.0,98.642857
2019-02-03 12:21:36,82.0,100.0,84.0,97.62069
2019-02-03 12:28:48,82.0,100.0,84.0,97.62069
2019-02-03 12:36:00,82.0,100.0,84.137931,98.344828
2019-02-03 12:43:12,82.0,100.0,84.137931,98.344828
2019-02-03 12:50:24,82.0,100.0,84.964286,99.0
2019-02-03 12:57:36,82.0,100.0,84.964286,99.0
2019-02-03 13:04:48,82.0,100.0,84.931034,99.551724
2019-02-03 13:12:00,82.0,100.0,84.931034,99.551724
2019-02-03 13:19:12,82.724138,100.0,85.344828,100.0
2019-02-03 13:26:24,82.724138,100.0,85.344828,100.0
2019-02-03 13:33:36,83.0,100.0,86.0,100.0
2019-02-03 13:40:48,83.0,100.0,86.0,100.0
2019-02-03 13:48:00,83.0,100.0,86.0,100.0
2019-02-03 13:55:12,83.0,100.0,86.0,100.0
2019-02-03 14:02:24,83.724138,100.0,86.37931,100.0
2019-02-03 14:09:36,83.724138,100.0,86.37931,100.0
2019-02-03 14:16:48,84.0,100.0,86.892857,100.0
2019-02-03 14:24:00,84.0,100.0,86.892857,100.0
2019-02-03 14:31:12,84.0,100.0,87.0,100.0
2019-02-03 14:38:24,84.0,100.0,87.0,100.0
2019-02-03 14:45:36,84.0,100.0,87.0,100.0
2019-02-03 14:52:48,84.0,100.0,87.0,100.0
2019-02-03 15:00:00,84.0,100.0,87.0,100.0
2019-02-03 15:07:12,84.5,100.0,87.107143,100.0
2019-02-03 15:14:24,84.5,100.0,87.107143,100.0
2019-02-03 15:21:36,85.0,100.0,88.0,100.0
2019-02-03 15:28:48,85.0,100.0,88.0,100.0
2019-02-03 15:36:00,85.551724,100.0,88.0,100.0
2019-02-03 15:43:12,85.551724,100.0,88.0,100.0
2019-02-03 15:50:24,86.0,100.0,88.285714,100.0
2019-02-03 15:57:36,86.0,100.0,88.285714,100.0
2019-02-03 16:04:48,86.88,100.0,89.0,100.0
2019-02-03 16:12:00,86.88,100.0,89.0,100.0
2019-02-03 16:19:12,87.0,100.0,89.0,100.0
2019-02-03 16:26:24,87.0,100.0,89.0,100.0
2019-02-03 16:33:36,87.0,100.0,89.0,100.0
2019-02-03 16:40:48,87.0,100.0,89.0,100.0
2019-02-03 16:48:00,87.357143,100.0,89.0,100.0
2019-02-03 16:55:12,87.357143,100.0,89.0,100.0
2019-02-03 17:02:24,88.0,100.0,89.103448,100.0
2019-02-03 17:09:36,88.0,100.0,89.103448,100.0
2019-02-03 17:16:48,88.0,100.0,89.862069,100.0
2019-02-03 17:24:00,88.0,100.0,89.862069,100.0
2019-02-03 17:31:12,88.0,100.0,89.931034,100.0
2019-02-03 17:38:24,88.0,100.0,89.931034,100.0
2019-02-03 17:45:36,88.0,100.0,89.931034,100.0
2019-02-03 17:52:48,88.0,100.0,90.0,100.0
2019-02-03 18:00:00,88.0,100.0,90.0,100.0
2019-02-03 18:07:12,88.0,100.0,90.0,100.0
2019-02-03 18:14:24,88.0,100.0,90.0,100.0
2019-02-03 18:21:36,88.0,100.0,90.0,100.0
