,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-02 23:45:36,26.2,26.8,28.0,43.4,83.6,36.0,38.0,40.5,49.4,27.9,28.5,32.9,39.5,31.0,28.0,28.0,,,47.935484,27.0
2019-02-02 23:52:48,26.2,26.8,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,32.9,39.5,31.0,28.0,28.0,,,48.366667,27.0
2019-02-03 00:00:00,26.2,26.8,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,32.9,39.5,31.0,28.0,28.0,,,48.366667,27.0
2019-02-03 00:07:12,26.3,26.8,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,33.0,39.5,31.0,28.0,28.0,,,47.666667,27.0
2019-02-03 00:14:24,26.3,26.8,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,33.0,39.5,31.0,28.0,28.0,,,47.666667,27.0
2019-02-03 00:21:36,26.3,26.8,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,33.0,39.5,31.0,28.0,28.0,,,47.666667,27.0
2019-02-03 00:28:48,26.3,26.8,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,33.0,39.5,31.0,28.0,28.0,,,47.666667,27.0
2019-02-03 00:36:00,26.3,26.8,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,33.0,39.5,31.0,28.0,28.0,,,48.033333,27.0
2019-02-03 00:43:12,26.3,26.8,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,33.0,39.5,31.0,28.0,28.0,,,48.033333,27.0
2019-02-03 00:50:24,26.3,26.9,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,33.0,39.5,31.0,28.0,28.0,,,48.333333,27.0
2019-02-03 00:57:36,26.3,26.9,28.0,43.4,83.5,36.1,38.0,40.5,49.4,27.9,28.5,33.0,39.5,31.0,28.0,28.0,,,48.333333,27.0
