,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-02 23:45:36,13.9,7.9,4.0,15.6,15.1,18.0
2019-02-02 23:52:48,13.9,7.9,4.0,15.6,15.1,18.0
2019-02-03 00:00:00,13.9,7.9,4.0,15.6,15.1,18.0
2019-02-03 00:07:12,13.9,7.9,4.0,15.6,15.1,18.0
2019-02-03 00:14:24,13.9,7.9,4.0,15.6,15.1,18.0
2019-02-03 00:21:36,13.9,7.9,4.0,15.6,15.1,17.9
2019-02-03 00:28:48,13.9,7.9,4.0,15.6,15.1,17.9
2019-02-03 00:36:00,13.9,8.0,4.0,15.6,15.1,17.9
2019-02-03 00:43:12,13.9,8.0,4.0,15.6,15.1,17.9
2019-02-03 00:50:24,13.9,8.0,3.9,15.6,15.1,17.8
2019-02-03 00:57:36,13.9,8.0,3.9,15.6,15.1,17.8
2019-02-03 01:04:48,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 01:12:00,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 01:19:12,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 01:26:24,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 01:33:36,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 01:40:48,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 01:48:00,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 01:55:12,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 02:02:24,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 02:09:36,14.0,8.0,3.9,15.5,15.1,17.8
2019-02-03 02:16:48,14.0,8.0,3.8,15.6,15.1,17.9
2019-02-03 02:24:00,14.0,8.0,3.8,15.6,15.1,17.9
2019-02-03 02:31:12,14.0,8.0,3.8,15.6,15.2,17.8
2019-02-03 02:38:24,14.0,8.0,3.8,15.6,15.2,17.8
2019-02-03 02:45:36,14.0,8.0,3.8,15.6,15.2,17.7
2019-02-03 02:52:48,14.0,8.0,3.8,15.6,15.2,17.7
2019-02-03 03:00:00,14.0,8.0,3.8,15.6,15.2,17.7
2019-02-03 03:07:12,14.0,8.0,3.8,15.6,15.2,17.6
2019-02-03 03:14:24,14.0,8.0,3.8,15.6,15.2,17.6
2019-02-03 03:21:36,14.0,8.0,3.7,15.5,15.1,17.6
2019-02-03 03:28:48,14.0,8.0,3.7,15.5,15.1,17.6
2019-02-03 03:36:00,14.0,8.0,3.7,15.6,15.1,17.6
2019-02-03 03:43:12,14.0,8.0,3.7,15.6,15.1,17.6
2019-02-03 03:50:24,14.0,8.0,3.7,15.6,15.1,17.5
2019-02-03 03:57:36,14.0,8.0,3.7,15.6,15.1,17.5
2019-02-03 04:04:48,14.0,8.0,3.6,15.5,15.1,17.4
2019-02-03 04:12:00,14.0,8.0,3.6,15.5,15.1,17.4
2019-02-03 04:19:12,14.0,8.0,3.6,15.5,15.1,17.3
2019-02-03 04:26:24,14.0,8.0,3.6,15.5,15.1,17.3
2019-02-03 04:33:36,14.0,8.0,3.5,15.5,15.1,17.3
2019-02-03 04:40:48,14.0,8.0,3.5,15.5,15.1,17.3
2019-02-03 04:48:00,14.0,8.0,3.5,15.4,15.1,17.4
2019-02-03 04:55:12,14.0,8.0,3.5,15.4,15.1,17.4
2019-02-03 05:02:24,14.0,7.9,3.4,15.4,15.1,17.5
2019-02-03 05:09:36,14.0,7.9,3.4,15.4,15.1,17.5
2019-02-03 05:16:48,14.0,7.9,3.4,15.4,15.0,17.4
2019-02-03 05:24:00,14.0,7.9,3.4,15.4,15.0,17.4
