x,APAR_715.15,APAR_716.16,APAR_717.17,APAR_718.18,APAR_719.19,APAR_720.20,APAR_721.21,APAR_722.22,APAR_723.23,APAR_724.24,APAR_725.25,APAR_726.26,APAR_727.27,APAR_728.28,APAR_729.29,APAR_730.30,APAR_731.31,APAR_732.32,APAR_733.1,APAR_734.2,APAR_735.3,APAR_736.4,APAR_737.5,APAR_738.6,APAR_739.7,APAR_740.8,APAR_741.9,APAR_742.10,APAR_743.11,APAR_744.12,APAR_745.13,APAR_746.14,APAR_747.15,APAR_748.16,APAR_749.17,APAR_750.18,APAR_751.19,APAR_752.20,APAR_753.21,APAR_754.22,APAR_755.23,APAR_756.24,APAR_757.25,FIF_703.3,FIF_704.4,FIF_705.5,FIF_706.6,FIF_707.7,FIF_708.8,FIF_709.9,FIF_710.10
2019-01-15--10:19:00,37.4,38.2,40.5,53.5,75.8,32.5,33.2,32.3,52.2,77.5,51.3,51.0,52.6,61.2,32.8,34.1,41.5,46.0,33.6,33.9,37.8,42.6,48.7,38.7,38.9,38.0,46.3,56.8,57.6,46.6,39.0,32.8,67.0,49.5,39.5,27.1,57.1,44.5,35.2,30.4,85.8,64.0,89.3,33.000000,39.000000,34.000000,38.000000,29.000000,31.000000,32.000000,35.000000
2019-01-15--10:22:36,37.4,38.2,40.5,53.5,75.8,32.5,33.2,32.3,52.2,77.5,51.3,51.0,52.6,61.2,32.8,34.1,41.5,46.0,33.6,33.9,37.8,42.6,48.7,38.7,38.9,38.0,46.3,56.8,57.6,46.6,39.0,32.8,67.0,49.5,39.5,27.1,57.1,44.5,35.2,30.4,85.8,64.0,89.3,33.000000,39.000000,34.000000,38.000000,29.000000,31.000000,32.000000,35.000000
2019-01-15--10:26:12,37.4,38.2,40.5,53.5,75.8,32.5,33.2,32.3,52.2,77.5,51.3,51.0,52.6,61.2,32.8,34.1,41.5,46.0,33.6,33.9,37.8,42.6,48.7,38.7,38.9,38.0,46.3,56.8,57.6,46.6,39.0,32.8,67.0,49.5,39.5,27.1,57.1,44.5,35.2,30.4,85.8,64.0,89.3,33.000000,39.000000,34.000000,38.000000,29.000000,31.000000,32.000000,35.000000
2019-01-15--10:29:48,37.4,38.2,40.5,53.5,75.8,32.5,33.2,32.3,52.2,77.5,51.3,51.0,52.6,61.2,32.8,34.1,41.5,46.0,33.6,33.9,37.8,42.6,48.7,38.7,38.9,38.0,46.3,56.8,57.6,46.6,39.0,32.8,67.0,49.5,39.5,27.1,57.1,44.5,35.2,30.4,85.8,64.0,89.3,33.000000,39.000000,34.000000,38.000000,29.000000,31.000000,32.000000,35.000000
2019-01-15--10:33:24,37.4,38.3,40.6,53.6,75.8,32.6,33.2,32.4,52.2,77.5,51.3,51.0,52.6,61.2,33.1,34.3,41.5,46.0,33.7,33.9,37.8,42.6,48.7,39.0,39.2,38.0,46.3,56.7,57.5,46.6,39.0,33.0,67.0,49.5,39.5,27.1,57.1,44.5,35.2,30.4,85.7,64.1,89.2,33.000000,39.000000,34.000000,37.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--10:37:00,37.4,38.3,40.6,53.6,75.8,32.6,33.2,32.4,52.2,77.5,51.3,51.0,52.6,61.2,33.1,34.3,41.5,46.0,33.7,33.9,37.8,42.6,48.7,39.0,39.2,38.0,46.3,56.7,57.5,46.6,39.0,33.0,67.0,49.5,39.5,27.1,57.1,44.5,35.2,30.4,85.7,64.1,89.2,33.000000,39.000000,34.000000,37.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--10:40:36,37.4,38.3,40.6,53.6,75.8,32.6,33.2,32.4,52.2,77.5,51.3,51.0,52.6,61.2,33.1,34.3,41.5,46.0,33.7,33.9,37.8,42.6,48.7,39.0,39.2,38.0,46.3,56.7,57.5,46.6,39.0,33.0,67.0,49.5,39.5,27.1,57.1,44.5,35.2,30.4,85.7,64.1,89.2,33.000000,39.000000,34.000000,37.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--10:44:12,37.4,38.3,40.6,53.6,75.8,32.6,33.2,32.4,52.2,77.5,51.3,51.0,52.6,61.2,33.1,34.3,41.5,46.0,33.7,33.9,37.8,42.6,48.7,39.0,39.2,38.0,46.3,56.7,57.5,46.6,39.0,33.0,67.0,49.5,39.5,27.1,57.1,44.5,35.2,30.4,85.7,64.1,89.2,33.000000,39.000000,34.000000,37.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--10:47:48,37.4,38.3,40.6,53.8,75.8,32.5,33.2,32.4,52.3,77.5,51.3,51.0,52.6,61.2,33.3,34.5,41.5,46.1,33.8,34.1,37.8,42.6,48.7,39.2,39.5,38.0,46.3,56.7,57.5,46.6,39.0,33.3,67.0,49.5,39.5,27.3,57.1,44.6,35.2,30.5,85.7,64.1,89.0,33.000000,39.000000,34.000000,37.000000,29.000000,30.000000,32.000000,34.000000
2019-01-15--10:51:24,37.4,38.3,40.6,53.8,75.8,32.5,33.2,32.4,52.3,77.5,51.3,51.0,52.6,61.2,33.3,34.5,41.5,46.1,33.8,34.1,37.8,42.6,48.7,39.2,39.5,38.0,46.3,56.7,57.5,46.6,39.0,33.3,67.0,49.5,39.5,27.3,57.1,44.6,35.2,30.5,85.7,64.1,89.0,33.000000,39.000000,34.000000,37.000000,29.000000,30.000000,32.000000,34.000000
2019-01-15--10:55:00,37.4,38.3,40.6,53.8,75.8,32.5,33.2,32.4,52.3,77.5,51.3,51.0,52.6,61.2,33.3,34.5,41.5,46.1,33.8,34.1,37.8,42.6,48.7,39.2,39.5,38.0,46.3,56.7,57.5,46.6,39.0,33.3,67.0,49.5,39.5,27.3,57.1,44.6,35.2,30.5,85.7,64.1,89.0,33.000000,39.000000,34.000000,37.000000,29.000000,30.000000,32.000000,34.000000
2019-01-15--10:58:36,37.4,38.3,40.6,53.8,75.8,32.5,33.2,32.4,52.3,77.5,51.3,51.0,52.6,61.2,33.3,34.5,41.5,46.1,33.8,34.1,37.8,42.6,48.7,39.2,39.5,38.0,46.3,56.7,57.5,46.6,39.0,33.3,67.0,49.5,39.5,27.3,57.1,44.6,35.2,30.5,85.7,64.1,89.0,33.000000,39.000000,34.000000,37.000000,29.000000,30.000000,32.000000,34.000000
2019-01-15--11:02:12,37.5,38.3,40.7,54.0,75.8,32.6,33.3,32.4,52.4,77.6,51.4,51.1,52.6,61.2,33.7,34.9,41.6,46.1,33.9,34.2,37.8,42.7,48.8,39.4,39.8,38.0,46.3,56.7,57.5,46.6,39.0,33.5,67.0,49.5,39.5,27.4,57.2,44.6,35.3,30.6,85.7,64.1,88.8,33.000000,39.000000,33.000000,37.000000,29.000000,30.000000,32.000000,34.000000
2019-01-15--11:05:48,37.5,38.3,40.7,54.0,75.8,32.6,33.3,32.4,52.4,77.6,51.4,51.1,52.6,61.2,33.7,34.9,41.6,46.1,33.9,34.2,37.8,42.7,48.8,39.4,39.8,38.0,46.3,56.7,57.5,46.6,39.0,33.5,67.0,49.5,39.5,27.4,57.2,44.6,35.3,30.6,85.7,64.1,88.8,33.000000,39.000000,33.000000,37.000000,29.000000,30.000000,32.000000,34.000000
2019-01-15--11:09:24,37.5,38.3,40.7,54.0,75.8,32.6,33.3,32.4,52.4,77.6,51.4,51.1,52.6,61.2,33.7,34.9,41.6,46.1,33.9,34.2,37.8,42.7,48.8,39.4,39.8,38.0,46.3,56.7,57.5,46.6,39.0,33.5,67.0,49.5,39.5,27.4,57.2,44.6,35.3,30.6,85.7,64.1,88.8,33.000000,39.000000,33.000000,37.000000,29.000000,30.000000,32.000000,34.000000
2019-01-15--11:13:00,37.5,38.3,40.7,54.0,75.8,32.6,33.3,32.4,52.4,77.6,51.4,51.1,52.6,61.2,33.7,34.9,41.6,46.1,33.9,34.2,37.8,42.7,48.8,39.4,39.8,38.0,46.3,56.7,57.5,46.6,39.0,33.5,67.0,49.5,39.5,27.4,57.2,44.6,35.3,30.6,85.7,64.1,88.8,33.000000,39.000000,33.000000,37.000000,29.000000,30.000000,32.000000,34.000000
2019-01-15--11:16:36,37.8,38.6,40.8,54.2,75.8,32.7,33.3,32.4,52.5,77.6,51.4,51.1,52.6,61.2,33.7,34.9,41.5,46.2,34.0,34.4,37.9,42.7,48.8,39.5,40.0,38.0,46.3,56.7,57.5,46.7,39.0,33.7,67.0,49.6,39.4,27.6,57.2,44.7,35.3,30.7,85.7,64.0,88.8,33.000000,39.000000,33.000000,38.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--11:20:12,37.8,38.6,40.8,54.2,75.8,32.7,33.3,32.4,52.5,77.6,51.4,51.1,52.6,61.2,33.7,34.9,41.5,46.2,34.0,34.4,37.9,42.7,48.8,39.5,40.0,38.0,46.3,56.7,57.5,46.7,39.0,33.7,67.0,49.6,39.4,27.6,57.2,44.7,35.3,30.7,85.7,64.0,88.8,33.000000,39.000000,33.000000,38.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--11:23:48,37.8,38.6,40.8,54.2,75.8,32.7,33.3,32.4,52.5,77.6,51.4,51.1,52.6,61.2,33.7,34.9,41.5,46.2,34.0,34.4,37.9,42.7,48.8,39.5,40.0,38.0,46.3,56.7,57.5,46.7,39.0,33.7,67.0,49.6,39.4,27.6,57.2,44.7,35.3,30.7,85.7,64.0,88.8,33.000000,39.000000,33.000000,38.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--11:27:24,37.8,38.6,40.8,54.2,75.8,32.7,33.3,32.4,52.5,77.6,51.4,51.1,52.6,61.2,33.7,34.9,41.5,46.2,34.0,34.4,37.9,42.7,48.8,39.5,40.0,38.0,46.3,56.7,57.5,46.7,39.0,33.7,67.0,49.6,39.4,27.6,57.2,44.7,35.3,30.7,85.7,64.0,88.8,33.000000,39.000000,33.000000,38.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--11:31:00,37.6,38.5,40.9,54.4,75.7,32.7,33.3,32.5,52.5,77.6,51.4,51.0,52.6,61.2,33.4,34.9,41.5,46.3,34.0,34.4,37.9,42.8,48.8,39.3,40.0,38.0,46.3,56.7,57.5,46.7,38.9,33.8,67.0,49.6,39.4,27.9,57.3,44.7,35.3,30.6,85.5,64.0,88.4,33.000000,38.000000,34.000000,38.000000,29.000000,30.000000,33.000000,34.000000
2019-01-15--11:34:36,37.6,38.5,40.9,54.4,75.7,32.7,33.3,32.5,52.5,77.6,51.4,51.0,52.6,61.2,33.4,34.9,41.5,46.3,34.0,34.4,37.9,42.8,48.8,39.3,40.0,38.0,46.3,56.7,57.5,46.7,38.9,33.8,67.0,49.6,39.4,27.9,57.3,44.7,35.3,30.6,85.5,64.0,88.4,33.000000,38.000000,34.000000,38.000000,29.000000,30.000000,33.000000,34.000000
2019-01-15--11:38:12,37.6,38.5,40.9,54.4,75.7,32.7,33.3,32.5,52.5,77.6,51.4,51.0,52.6,61.2,33.4,34.9,41.5,46.3,34.0,34.4,37.9,42.8,48.8,39.3,40.0,38.0,46.3,56.7,57.5,46.7,38.9,33.8,67.0,49.6,39.4,27.9,57.3,44.7,35.3,30.6,85.5,64.0,88.4,33.000000,38.000000,34.000000,38.000000,29.000000,30.000000,33.000000,34.000000
2019-01-15--11:41:48,37.6,38.5,40.9,54.4,75.7,32.7,33.3,32.5,52.5,77.6,51.4,51.0,52.6,61.2,33.4,34.9,41.5,46.3,34.0,34.4,37.9,42.8,48.8,39.3,40.0,38.0,46.3,56.7,57.5,46.7,38.9,33.8,67.0,49.6,39.4,27.9,57.3,44.7,35.3,30.6,85.5,64.0,88.4,33.000000,38.000000,34.000000,38.000000,29.000000,30.000000,33.000000,34.000000
2019-01-15--11:45:24,37.6,38.5,40.9,54.4,75.7,32.7,33.3,32.5,52.5,77.6,51.4,51.0,52.6,61.2,33.4,34.9,41.5,46.3,34.0,34.4,37.9,42.8,48.8,39.3,40.0,38.0,46.3,56.7,57.5,46.7,38.9,33.8,67.0,49.6,39.4,27.9,57.3,44.7,35.3,30.6,85.5,64.0,88.4,33.000000,38.000000,34.000000,38.000000,29.000000,30.000000,33.000000,34.000000
2019-01-15--11:49:00,37.7,38.6,41.0,54.5,75.7,32.6,33.3,32.5,52.6,77.7,51.4,51.0,52.6,61.2,33.1,34.7,41.5,46.3,33.9,34.4,37.9,42.8,48.9,38.6,39.5,38.0,46.4,56.7,57.5,46.8,38.9,34.0,67.0,49.6,39.4,28.1,57.3,44.8,35.3,30.5,84.9,64.0,87.6,32.000000,39.000000,33.000000,38.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--11:52:36,37.7,38.6,41.0,54.5,75.7,32.6,33.3,32.5,52.6,77.7,51.4,51.0,52.6,61.2,33.1,34.7,41.5,46.3,33.9,34.4,37.9,42.8,48.9,38.6,39.5,38.0,46.4,56.7,57.5,46.8,38.9,34.0,67.0,49.6,39.4,28.1,57.3,44.8,35.3,30.5,84.9,64.0,87.6,32.000000,39.000000,33.000000,38.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--11:56:12,37.7,38.6,41.0,54.5,75.7,32.6,33.3,32.5,52.6,77.7,51.4,51.0,52.6,61.2,33.1,34.7,41.5,46.3,33.9,34.4,37.9,42.8,48.9,38.6,39.5,38.0,46.4,56.7,57.5,46.8,38.9,34.0,67.0,49.6,39.4,28.1,57.3,44.8,35.3,30.5,84.9,64.0,87.6,32.000000,39.000000,33.000000,38.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--11:59:48,37.7,38.6,41.0,54.5,75.7,32.6,33.3,32.5,52.6,77.7,51.4,51.0,52.6,61.2,33.1,34.7,41.5,46.3,33.9,34.4,37.9,42.8,48.9,38.6,39.5,38.0,46.4,56.7,57.5,46.8,38.9,34.0,67.0,49.6,39.4,28.1,57.3,44.8,35.3,30.5,84.9,64.0,87.6,32.000000,39.000000,33.000000,38.000000,29.000000,31.000000,32.000000,34.000000
2019-01-15--12:03:24,37.8,38.7,41.0,54.7,75.6,32.5,33.1,32.5,52.7,77.7,51.3,50.8,52.7,61.2,32.9,34.5,41.4,46.4,33.9,34.3,37.9,42.9,48.9,38.2,39.1,38.0,46.4,56.7,57.5,46.8,38.9,34.1,67.1,49.6,39.3,28.0,57.4,44.8,35.3,30.4,84.3,64.0,87.3,32.000000,39.000000,33.000000,38.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:07:00,37.8,38.7,41.0,54.7,75.6,32.5,33.1,32.5,52.7,77.7,51.3,50.8,52.7,61.2,32.9,34.5,41.4,46.4,33.9,34.3,37.9,42.9,48.9,38.2,39.1,38.0,46.4,56.7,57.5,46.8,38.9,34.1,67.1,49.6,39.3,28.0,57.4,44.8,35.3,30.4,84.3,64.0,87.3,32.000000,39.000000,33.000000,38.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:10:36,37.8,38.7,41.0,54.7,75.6,32.5,33.1,32.5,52.7,77.7,51.3,50.8,52.7,61.2,32.9,34.5,41.4,46.4,33.9,34.3,37.9,42.9,48.9,38.2,39.1,38.0,46.4,56.7,57.5,46.8,38.9,34.1,67.1,49.6,39.3,28.0,57.4,44.8,35.3,30.4,84.3,64.0,87.3,32.000000,39.000000,33.000000,38.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:14:12,37.8,38.7,41.0,54.7,75.6,32.5,33.1,32.5,52.7,77.7,51.3,50.8,52.7,61.2,32.9,34.5,41.4,46.4,33.9,34.3,37.9,42.9,48.9,38.2,39.1,38.0,46.4,56.7,57.5,46.8,38.9,34.1,67.1,49.6,39.3,28.0,57.4,44.8,35.3,30.4,84.3,64.0,87.3,32.000000,39.000000,33.000000,38.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:17:48,37.9,38.8,41.1,54.7,75.5,32.3,32.9,32.5,52.8,77.7,51.1,50.7,52.6,61.2,32.9,34.6,41.3,46.4,33.8,34.2,37.9,42.9,48.9,38.0,38.8,38.0,46.4,56.7,57.5,46.9,38.9,34.2,67.1,49.6,39.3,28.0,57.4,44.9,35.3,30.3,83.8,64.1,86.7,32.000000,39.000000,33.000000,38.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:21:24,37.9,38.8,41.1,54.7,75.5,32.3,32.9,32.5,52.8,77.7,51.1,50.7,52.6,61.2,32.9,34.6,41.3,46.4,33.8,34.2,37.9,42.9,48.9,38.0,38.8,38.0,46.4,56.7,57.5,46.9,38.9,34.2,67.1,49.6,39.3,28.0,57.4,44.9,35.3,30.3,83.8,64.1,86.7,32.000000,39.000000,33.000000,38.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:25:00,37.9,38.8,41.1,54.7,75.5,32.3,32.9,32.5,52.8,77.7,51.1,50.7,52.6,61.2,32.9,34.6,41.3,46.4,33.8,34.2,37.9,42.9,48.9,38.0,38.8,38.0,46.4,56.7,57.5,46.9,38.9,34.2,67.1,49.6,39.3,28.0,57.4,44.9,35.3,30.3,83.8,64.1,86.7,32.000000,39.000000,33.000000,38.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:28:36,37.9,38.8,41.1,54.7,75.5,32.3,32.9,32.5,52.8,77.7,51.1,50.7,52.6,61.2,32.9,34.6,41.3,46.4,33.8,34.2,37.9,42.9,48.9,38.0,38.8,38.0,46.4,56.7,57.5,46.9,38.9,34.2,67.1,49.6,39.3,28.0,57.4,44.9,35.3,30.3,83.8,64.1,86.7,32.000000,39.000000,33.000000,38.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:32:12,37.9,38.8,41.2,54.8,75.3,NaN,32.7,32.5,52.9,77.7,50.9,50.6,52.6,61.1,32.8,34.5,41.2,46.4,33.8,34.2,37.9,43.0,48.9,38.0,38.7,38.0,46.4,56.6,57.4,46.9,38.8,34.1,67.1,49.6,39.2,27.6,57.3,44.7,35.2,30.1,83.3,63.9,86.2,31.000000,39.000000,33.000000,37.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:35:48,37.9,38.8,41.2,54.8,75.3,NaN,32.7,32.5,52.9,77.7,50.9,50.6,52.6,61.1,32.8,34.5,41.2,46.4,33.8,34.2,37.9,43.0,48.9,38.0,38.7,38.0,46.4,56.6,57.4,46.9,38.8,34.1,67.1,49.6,39.2,27.6,57.3,44.7,35.2,30.1,83.3,63.9,86.2,31.000000,39.000000,33.000000,37.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:39:24,37.9,38.8,41.2,54.8,75.3,NaN,32.7,32.5,52.9,77.7,50.9,50.6,52.6,61.1,32.8,34.5,41.2,46.4,33.8,34.2,37.9,43.0,48.9,38.0,38.7,38.0,46.4,56.6,57.4,46.9,38.8,34.1,67.1,49.6,39.2,27.6,57.3,44.7,35.2,30.1,83.3,63.9,86.2,31.000000,39.000000,33.000000,37.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:43:00,37.9,38.8,41.2,54.8,75.3,NaN,32.7,32.5,52.9,77.7,50.9,50.6,52.6,61.1,32.8,34.5,41.2,46.4,33.8,34.2,37.9,43.0,48.9,38.0,38.7,38.0,46.4,56.6,57.4,46.9,38.8,34.1,67.1,49.6,39.2,27.6,57.3,44.7,35.2,30.1,83.3,63.9,86.2,31.000000,39.000000,33.000000,37.000000,29.000000,32.000000,32.000000,33.000000
2019-01-15--12:46:36,38.0,39.0,41.4,54.9,75.2,NaN,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--12:50:12,38.0,39.0,41.4,54.9,75.2,NaN,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--12:53:48,38.0,39.0,41.4,54.9,75.2,NaN,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--12:57:24,38.0,39.0,41.4,54.9,75.2,NaN,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--13:01:00,38.0,39.0,41.4,54.9,75.2,NaN,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--13:04:36,38.0,39.0,41.4,54.9,75.2,NaN,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--13:08:12,38.0,39.0,41.4,54.9,75.2,NaN,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--13:11:48,38.0,39.0,41.4,54.9,75.2,NaN,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--13:15:24,38.0,39.0,41.4,54.9,75.2,32.1,32.6,32.5,53.0,77.7,50.9,50.5,52.5,61.1,32.9,34.5,41.2,46.5,33.8,34.2,37.9,43.0,49.0,37.8,38.5,38.0,46.5,56.6,57.4,47.0,38.9,34.1,67.1,49.6,39.1,27.5,57.4,44.8,35.2,30.0,82.9,63.9,86.1,32.000000,39.000000,33.000000,37.000000,29.000000,32.000000,33.000000,33.000000
2019-01-15--13:19:00,38.0,39.0,41.5,54.9,75.2,32.1,32.6,32.5,53.1,77.7,50.8,50.5,52.5,61.0,32.9,34.6,41.2,46.5,33.8,34.2,38.0,43.1,49.0,37.8,38.5,38.0,46.4,56.6,57.5,47.0,38.9,34.1,67.1,49.6,39.1,27.4,57.4,44.7,35.2,30.0,83.0,63.8,86.1,31.000000,39.000000,33.000000,37.000000,29.000000,33.000000,32.000000,33.000000
2019-01-15--13:22:36,38.0,39.0,41.5,54.9,75.2,32.1,32.6,32.5,53.1,77.7,50.8,50.5,52.5,61.0,32.9,34.6,41.2,46.5,33.8,34.2,38.0,43.1,49.0,37.8,38.5,38.0,46.4,56.6,57.5,47.0,38.9,34.1,67.1,49.6,39.1,27.4,57.4,44.7,35.2,30.0,83.0,63.8,86.1,31.000000,39.000000,33.000000,37.000000,29.000000,33.000000,32.000000,33.000000
2019-01-15--13:26:12,38.0,39.0,41.5,54.9,75.2,32.1,32.6,32.5,53.1,77.7,50.8,50.5,52.5,61.0,32.9,34.6,41.2,46.5,33.8,34.2,38.0,43.1,49.0,37.8,38.5,38.0,46.4,56.6,57.5,47.0,38.9,34.1,67.1,49.6,39.1,27.4,57.4,44.7,35.2,30.0,83.0,63.8,86.1,31.000000,39.000000,33.000000,37.000000,29.000000,33.000000,32.000000,33.000000
2019-01-15--13:29:48,38.0,39.0,41.5,54.9,75.2,32.1,32.6,32.5,53.1,77.7,50.8,50.5,52.5,61.0,32.9,34.6,41.2,46.5,33.8,34.2,38.0,43.1,49.0,37.8,38.5,38.0,46.4,56.6,57.5,47.0,38.9,34.1,67.1,49.6,39.1,27.4,57.4,44.7,35.2,30.0,83.0,63.8,86.1,31.000000,39.000000,33.000000,37.000000,29.000000,33.000000,32.000000,33.000000
2019-01-15--13:33:24,38.2,39.1,41.5,54.9,75.0,32.0,32.5,32.5,53.1,77.7,50.8,50.5,52.5,61.0,32.9,34.4,41.2,46.5,33.9,34.2,38.0,43.1,49.0,37.7,38.4,38.0,46.5,56.6,57.5,47.1,38.9,34.0,67.1,49.6,39.1,27.2,57.4,44.8,35.2,29.9,83.0,63.7,85.9,32.000000,39.000000,33.000000,38.000000,29.000000,33.000000,33.000000,33.000000
2019-01-15--13:37:00,38.2,39.1,41.5,54.9,75.0,32.0,32.5,32.5,53.1,77.7,50.8,50.5,52.5,61.0,32.9,34.4,41.2,46.5,33.9,34.2,38.0,43.1,49.0,37.7,38.4,38.0,46.5,56.6,57.5,47.1,38.9,34.0,67.1,49.6,39.1,27.2,57.4,44.8,35.2,29.9,83.0,63.7,85.9,32.000000,39.000000,33.000000,38.000000,29.000000,33.000000,33.000000,33.000000
2019-01-15--13:40:36,38.2,39.1,41.5,54.9,75.0,32.0,32.5,32.5,53.1,77.7,50.8,50.5,52.5,61.0,32.9,34.4,41.2,46.5,33.9,34.2,38.0,43.1,49.0,37.7,38.4,38.0,46.5,56.6,57.5,47.1,38.9,34.0,67.1,49.6,39.1,27.2,57.4,44.8,35.2,29.9,83.0,63.7,85.9,32.000000,39.000000,33.000000,38.000000,29.000000,33.000000,33.000000,33.000000
2019-01-15--13:44:12,38.2,39.1,41.5,54.9,75.0,32.0,32.5,32.5,53.1,77.7,50.8,50.5,52.5,61.0,32.9,34.4,41.2,46.5,33.9,34.2,38.0,43.1,49.0,37.7,38.4,38.0,46.5,56.6,57.5,47.1,38.9,34.0,67.1,49.6,39.1,27.2,57.4,44.8,35.2,29.9,83.0,63.7,85.9,32.000000,39.000000,33.000000,38.000000,29.000000,33.000000,33.000000,33.000000
2019-01-15--13:47:48,38.4,39.2,41.6,55.0,75.0,31.8,32.3,32.5,53.1,77.7,50.7,50.4,52.5,60.9,32.7,34.2,41.1,46.5,33.9,34.2,38.0,43.1,49.0,37.7,38.3,38.0,46.5,56.6,57.5,47.1,39.0,34.0,67.2,49.6,39.1,27.3,57.5,44.9,35.2,29.8,82.0,63.5,85.0,32.000000,39.000000,33.000000,38.000000,29.000000,33.000000,33.000000,33.000000
2019-01-15--13:51:24,38.4,39.2,41.6,55.0,75.0,31.8,32.3,32.5,53.1,77.7,50.7,50.4,52.5,60.9,32.7,34.2,41.1,46.5,33.9,34.2,38.0,43.1,49.0,37.7,38.3,38.0,46.5,56.6,57.5,47.1,39.0,34.0,67.2,49.6,39.1,27.3,57.5,44.9,35.2,29.8,82.0,63.5,85.0,32.000000,39.000000,33.000000,38.000000,29.000000,33.000000,33.000000,33.000000
