x,APAR_611.11,APAR_612.12,APAR_613.13,APAR_614.14,APAR_615.15,APAR_616.16,APAR_617.17,APAR_618.18,APAR_619.19,APAR_620.20,APAR_621.21,APAR_622.22,APAR_623.23,APAR_624.24,APAR_625.25,FIF_602.2,FIF_603.3,FIF_604.4,FIF_605.5,FIF_606.6
2019-01-15--00:53:48,24.6,25.0,28.2,36.5,48.4,27.8,28.2,34.3,39.4,46.3,23.2,23.6,24.4,49.5,77.5,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--00:57:24,24.5,24.9,28.2,36.4,48.4,27.8,28.2,34.3,39.4,46.2,22.2,22.6,24.6,49.4,77.3,24.000000,28.000000,26.000000,29.000000,23.000000
2019-01-15--01:01:00,24.5,24.9,28.2,36.4,48.4,27.8,28.2,34.3,39.4,46.2,22.2,22.6,24.6,49.4,77.3,24.000000,28.000000,26.000000,29.000000,23.000000
2019-01-15--01:04:36,24.5,24.8,28.2,36.5,48.4,27.8,28.2,34.3,39.4,46.2,21.7,22.2,24.8,49.5,77.3,24.000000,28.000000,26.000000,29.000000,23.000000
2019-01-15--01:08:12,24.5,24.8,28.2,36.5,48.4,27.8,28.2,34.3,39.4,46.2,21.7,22.2,24.8,49.5,77.3,24.000000,28.000000,26.000000,29.000000,23.000000
2019-01-15--01:11:48,24.5,24.8,28.2,36.5,48.4,27.8,28.2,34.3,39.4,46.2,21.7,22.2,24.8,49.5,77.3,24.000000,28.000000,26.000000,29.000000,23.000000
2019-01-15--01:15:24,24.4,24.8,28.2,36.5,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.2,24.9,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:19:00,24.4,24.8,28.2,36.5,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.2,24.9,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:22:36,24.4,24.8,28.2,36.5,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.2,24.9,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:26:12,24.4,24.8,28.2,36.5,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.2,24.9,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:29:48,24.4,24.8,28.2,36.5,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.2,24.9,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:33:24,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.3,24.9,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:37:00,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.3,24.9,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:40:36,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.3,24.9,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:44:12,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.2,21.6,22.3,24.9,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:47:48,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.8,22.5,24.8,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:51:24,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.8,22.5,24.8,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:55:00,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.8,22.5,24.8,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--01:58:36,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.8,22.5,24.8,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:02:12,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.8,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:05:48,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.8,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:09:24,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.8,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:13:00,24.4,24.7,28.2,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.8,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:16:36,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:20:12,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:23:48,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:27:24,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.7,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:31:00,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:34:36,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:38:12,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:41:48,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:45:24,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,21.9,22.6,24.7,49.6,77.3,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--02:49:00,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,22.1,22.7,24.6,49.6,77.4,24.000000,27.000000,26.000000,28.000000,23.000000
2019-01-15--02:52:36,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,22.1,22.7,24.6,49.6,77.4,24.000000,27.000000,26.000000,28.000000,23.000000
2019-01-15--02:56:12,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,22.1,22.7,24.6,49.6,77.4,24.000000,27.000000,26.000000,28.000000,23.000000
2019-01-15--02:59:48,24.4,24.7,28.1,36.4,48.5,27.8,28.2,34.3,39.4,46.3,22.1,22.7,24.6,49.6,77.4,24.000000,27.000000,26.000000,28.000000,23.000000
2019-01-15--03:03:24,24.4,24.7,28.1,36.4,48.5,27.7,28.2,34.3,39.4,46.3,22.2,22.8,24.5,49.5,77.4,24.000000,27.000000,26.000000,28.000000,23.000000
2019-01-15--03:07:00,24.4,24.7,28.1,36.4,48.5,27.7,28.2,34.3,39.4,46.3,22.2,22.8,24.5,49.5,77.4,24.000000,27.000000,26.000000,28.000000,23.000000
2019-01-15--03:10:36,24.4,24.7,28.1,36.4,48.5,27.7,28.2,34.3,39.4,46.3,22.2,22.8,24.5,49.5,77.4,24.000000,27.000000,26.000000,28.000000,23.000000
2019-01-15--03:14:12,24.4,24.7,28.1,36.4,48.5,27.7,28.2,34.3,39.4,46.3,22.2,22.8,24.5,49.5,77.4,24.000000,27.000000,26.000000,28.000000,23.000000
2019-01-15--03:17:48,24.4,24.7,28.1,36.4,48.4,27.7,28.1,34.3,39.4,46.3,22.2,22.8,24.5,49.5,77.4,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--03:21:24,24.4,24.7,28.1,36.4,48.4,27.7,28.1,34.3,39.4,46.3,22.2,22.8,24.5,49.5,77.4,24.000000,28.000000,26.000000,28.000000,23.000000
2019-01-15--03:25:00,24.4,24.7,28.1,36.4,48.4,27.7,28.1,34.3,39.4,46.3,22.2,22.8,24.5,49.5,77.4,24.000000,28.000000,26.000000,28.000000,23.000000
