x,112,116,120,124,128,132,APAR_111.1,APAR_112.2,APAR_113.3,APAR_114.4,APAR_115.5,APAR_116.6,APAR_117.7,APAR_118.8,APAR_119.9,APAR_120.10,APAR_121.11,APAR_122.12,APAR_123.13,APAR_124.14,APAR_125.15,APAR_126.16,APAR_127.17,APAR_128.18,APAR_129.19,FIF_104.4,FIF_105.5,FIF_106.6,APAR_19.19,APAR_20.20
2019-01-15--14:20:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,39.9,49.0,61.5,42.5,55.1,66.1,29.000000,26.000000,26.000000,60.5,0.0
2019-01-15--14:23:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,39.9,49.0,61.5,42.5,55.1,66.1,29.000000,26.000000,26.000000,60.5,0.0
2019-01-15--14:27:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,39.9,49.0,61.5,42.5,55.1,66.1,29.000000,26.000000,26.000000,60.5,0.0
2019-01-15--14:31:00,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.0,49.0,61.5,42.5,55.1,66.1,30.000000,26.000000,26.000000,60.5,89.3
2019-01-15--14:34:36,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.0,49.0,61.5,42.5,55.1,66.1,30.000000,26.000000,26.000000,60.5,89.3
2019-01-15--14:38:12,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.0,49.0,61.5,42.5,55.1,66.1,30.000000,26.000000,26.000000,60.5,89.3
2019-01-15--14:41:48,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.0,49.0,61.5,42.5,55.1,66.1,30.000000,26.000000,26.000000,60.5,89.3
2019-01-15--14:45:24,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,30.000000,26.000000,26.000000,60.5,89.3
2019-01-15--14:49:00,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,31.000000,26.000000,26.000000,60.4,89.3
2019-01-15--14:52:36,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,31.000000,26.000000,26.000000,60.4,89.3
2019-01-15--14:56:12,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,31.000000,26.000000,26.000000,60.4,89.3
2019-01-15--14:59:48,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.2,35.9,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,31.000000,26.000000,26.000000,60.4,89.3
2019-01-15--15:03:24,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.1,35.8,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,31.000000,26.000000,26.000000,59.8,89.3
2019-01-15--15:07:00,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.1,35.8,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,31.000000,26.000000,26.000000,59.8,89.3
2019-01-15--15:10:36,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.1,35.8,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,31.000000,26.000000,26.000000,59.8,89.3
2019-01-15--15:14:12,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.1,35.8,41.1,48.1,40.1,49.0,61.4,42.5,55.1,66.1,31.000000,26.000000,26.000000,59.8,89.3
2019-01-15--15:17:48,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.1,35.7,41.1,48.1,40.1,49.1,61.4,42.5,55.1,66.0,31.000000,26.000000,26.000000,59.1,89.3
2019-01-15--15:21:24,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.1,35.7,41.1,48.1,40.1,49.1,61.4,42.5,55.1,66.0,31.000000,26.000000,26.000000,59.1,89.3
2019-01-15--15:25:00,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.1,35.7,41.1,48.1,40.1,49.1,61.4,42.5,55.1,66.0,31.000000,26.000000,26.000000,59.1,89.3
2019-01-15--15:28:36,NaN,NaN,NaN,NaN,NaN,NaN,33.8,34.2,33.5,57.3,92.1,43.5,43.8,46.9,59.1,33.1,35.7,41.1,48.1,40.1,49.1,61.4,42.5,55.1,66.0,31.000000,26.000000,26.000000,59.1,89.3
2019-01-15--15:32:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.2,92.1,43.5,43.8,46.9,59.0,33.1,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.1,66.0,31.000000,26.000000,26.000000,58.6,89.3
2019-01-15--15:35:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.2,92.1,43.5,43.8,46.9,59.0,33.1,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.1,66.0,31.000000,26.000000,26.000000,58.6,89.3
2019-01-15--15:39:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.2,92.1,43.5,43.8,46.9,59.0,33.1,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.1,66.0,31.000000,26.000000,26.000000,58.6,89.3
2019-01-15--15:43:00,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.2,92.1,43.5,43.8,46.9,59.0,33.1,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.1,66.0,31.000000,26.000000,26.000000,58.6,89.3
2019-01-15--15:46:36,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.2,92.1,43.5,43.8,46.9,59.0,33.0,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.0,66.0,32.000000,26.000000,26.000000,58.2,89.3
2019-01-15--15:50:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.2,92.1,43.5,43.8,46.9,59.0,33.0,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.0,66.0,32.000000,26.000000,26.000000,58.2,89.3
2019-01-15--15:53:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.2,92.1,43.5,43.8,46.9,59.0,33.0,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.0,66.0,32.000000,26.000000,26.000000,58.2,89.3
2019-01-15--15:57:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.2,92.1,43.5,43.8,46.9,59.0,33.0,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.0,66.0,32.000000,26.000000,26.000000,58.2,89.3
2019-01-15--16:01:00,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.0,66.0,32.000000,26.000000,26.000000,58.0,89.3
2019-01-15--16:04:36,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.0,66.0,32.000000,26.000000,26.000000,58.0,89.3
2019-01-15--16:08:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.0,66.0,32.000000,26.000000,26.000000,58.0,89.3
2019-01-15--16:11:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.7,41.1,48.1,40.1,49.1,61.5,42.5,55.0,66.0,32.000000,26.000000,26.000000,58.0,89.3
2019-01-15--16:15:24,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,32.000000,26.000000,26.000000,58.0,89.3
2019-01-15--16:19:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,32.000000,26.000000,26.000000,57.7,89.3
2019-01-15--16:22:36,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,32.000000,26.000000,26.000000,57.7,89.3
2019-01-15--16:26:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,32.000000,26.000000,26.000000,57.7,89.3
2019-01-15--16:29:48,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.2,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,32.000000,26.000000,26.000000,57.7,89.3
2019-01-15--16:33:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.1,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,30.000000,27.000000,26.000000,57.6,89.3
2019-01-15--16:37:00,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.1,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,30.000000,27.000000,26.000000,57.6,89.3
2019-01-15--16:40:36,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.1,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,30.000000,27.000000,26.000000,57.6,89.3
2019-01-15--16:44:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.1,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,30.000000,27.000000,26.000000,57.6,89.3
2019-01-15--16:47:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.1,91.9,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,31.000000,26.000000,26.000000,57.4,89.3
2019-01-15--16:51:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.1,91.9,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,31.000000,26.000000,26.000000,57.4,89.3
2019-01-15--16:55:00,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.1,91.9,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,31.000000,26.000000,26.000000,57.4,89.3
2019-01-15--16:58:36,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.5,57.1,91.9,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.1,40.1,49.1,61.5,42.5,55.0,65.9,31.000000,26.000000,26.000000,57.4,89.3
2019-01-15--17:02:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.1,91.9,43.5,43.8,47.0,59.0,33.0,35.6,41.1,48.1,40.2,49.1,61.5,42.5,55.0,65.9,30.000000,26.000000,26.000000,57.4,89.3
2019-01-15--17:05:48,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.1,91.9,43.5,43.8,47.0,59.0,33.0,35.6,41.1,48.1,40.2,49.1,61.5,42.5,55.0,65.9,30.000000,26.000000,26.000000,57.4,89.3
2019-01-15--17:09:24,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.1,91.9,43.5,43.8,47.0,59.0,33.0,35.6,41.1,48.1,40.2,49.1,61.5,42.5,55.0,65.9,30.000000,26.000000,26.000000,57.4,89.3
2019-01-15--17:13:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.5,57.1,91.9,43.5,43.8,47.0,59.0,33.0,35.6,41.1,48.1,40.2,49.1,61.5,42.5,55.0,65.9,30.000000,26.000000,26.000000,57.4,89.3
2019-01-15--17:16:36,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,57.0,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.9,30.000000,26.000000,26.000000,57.2,89.3
2019-01-15--17:20:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,57.0,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.9,30.000000,26.000000,26.000000,57.2,89.3
2019-01-15--17:23:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,57.0,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.9,30.000000,26.000000,26.000000,57.2,89.3
2019-01-15--17:27:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,57.0,92.0,43.5,43.8,46.9,59.0,33.0,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.9,30.000000,26.000000,26.000000,57.2,89.3
2019-01-15--17:31:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--17:34:36,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--17:38:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--17:41:48,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--17:45:24,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.2,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--17:49:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.6,43.8,46.9,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--17:52:36,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.6,43.8,46.9,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--17:56:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.6,43.8,46.9,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--17:59:48,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.9,91.9,43.6,43.8,46.9,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:03:24,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.8,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:07:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.8,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:10:36,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.8,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:14:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.4,56.8,91.9,43.5,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:17:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.4,56.8,91.9,43.6,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:21:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.4,56.8,91.9,43.6,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:25:00,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.4,56.8,91.9,43.6,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:28:36,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.2,33.4,56.8,91.9,43.6,43.8,47.0,59.0,32.9,35.6,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:32:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.5,43.8,47.0,59.0,32.9,35.5,41.1,48.0,40.3,49.1,61.6,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:35:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.5,43.8,47.0,59.0,32.9,35.5,41.1,48.0,40.3,49.1,61.6,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:39:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.5,43.8,47.0,59.0,32.9,35.5,41.1,48.0,40.3,49.1,61.6,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:43:00,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.5,43.8,47.0,59.0,32.9,35.5,41.1,48.0,40.3,49.1,61.6,42.5,55.0,65.8,31.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:46:36,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.6,43.8,47.0,59.0,32.9,35.5,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:50:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.6,43.8,47.0,59.0,32.9,35.5,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:53:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.6,43.8,47.0,59.0,32.9,35.5,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--18:57:24,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.6,43.8,47.0,59.0,32.9,35.5,41.1,48.0,40.3,49.1,61.5,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--19:01:00,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.1,61.6,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--19:04:36,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.1,61.6,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--19:08:12,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.1,61.6,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--19:11:48,NaN,NaN,NaN,NaN,NaN,NaN,33.9,34.3,33.4,56.7,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.1,61.6,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--19:15:24,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.2,33.4,56.6,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.2,61.6,42.5,55.0,65.7,32.000000,26.000000,26.000000,0.0,0.0
2019-01-15--19:19:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.2,33.4,56.6,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.2,61.6,42.5,55.0,65.7,32.000000,27.000000,26.000000,0.0,0.0
2019-01-15--19:22:36,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.2,33.4,56.6,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.2,61.6,42.5,55.0,65.7,32.000000,27.000000,26.000000,0.0,0.0
2019-01-15--19:26:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.2,33.4,56.6,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.2,61.6,42.5,55.0,65.7,32.000000,27.000000,26.000000,0.0,0.0
2019-01-15--19:29:48,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.2,33.4,56.6,91.9,43.6,43.8,47.0,58.9,32.9,35.5,41.1,48.0,40.3,49.2,61.6,42.5,55.0,65.7,32.000000,27.000000,26.000000,0.0,0.0
2019-01-15--19:33:24,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.5,43.8,46.9,58.9,32.9,35.5,41.1,48.0,40.4,49.2,61.6,42.5,55.0,65.7,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--19:37:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.5,43.8,46.9,58.9,32.9,35.5,41.1,48.0,40.4,49.2,61.6,42.5,55.0,65.7,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--19:40:36,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.5,43.8,46.9,58.9,32.9,35.5,41.1,48.0,40.4,49.2,61.6,42.5,55.0,65.7,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--19:44:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.5,43.8,46.9,58.9,32.9,35.5,41.1,48.0,40.4,49.2,61.6,42.5,55.0,65.7,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--19:47:48,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.5,43.8,46.9,58.9,32.9,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--19:51:24,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.5,43.8,46.9,58.9,32.9,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--19:55:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.5,43.8,46.9,58.9,32.9,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--19:58:36,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.5,43.8,46.9,58.9,32.9,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--20:02:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.6,43.8,46.9,58.9,32.8,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--20:05:48,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.6,43.8,46.9,58.9,32.8,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--20:09:24,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.6,43.8,46.9,58.9,32.8,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--20:13:00,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.6,91.9,43.6,43.8,46.9,58.9,32.8,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,32.000000,27.000000,27.000000,0.0,0.0
2019-01-15--20:16:36,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.5,91.9,43.6,43.8,46.9,58.9,32.8,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,33.000000,27.000000,27.000000,0.0,0.0
2019-01-15--20:20:12,NaN,NaN,NaN,NaN,NaN,NaN,34.0,34.3,33.3,56.5,91.9,43.6,43.8,46.9,58.9,32.8,35.5,41.1,48.0,40.4,49.2,61.6,42.5,54.9,65.6,33.000000,27.000000,27.000000,0.0,0.0
