x,APAR_611.11,APAR_612.12,APAR_613.13,APAR_614.14,APAR_615.15,APAR_616.16,APAR_617.17,APAR_618.18,APAR_619.19,APAR_620.20,APAR_621.21,APAR_622.22,APAR_623.23,APAR_624.24,APAR_625.25,FIF_602.2,FIF_603.3,FIF_604.4,FIF_605.5,FIF_606.6
2019-01-15--00:53:48,22.2,22.0,21.0,16.4,11.1,22.7,22.2,19.3,16.7,13.4,21.6,20.9,19.0,7.5,0.2,26.0,26.3,25.8,26.6,28.1
2019-01-15--00:57:24,22.2,22.0,21.0,16.5,11.1,22.7,22.2,19.3,16.6,13.4,21.4,20.5,18.3,7.5,0.2,26.0,26.3,25.7,26.6,28.0
2019-01-15--01:01:00,22.2,22.0,21.0,16.5,11.1,22.7,22.2,19.3,16.6,13.4,21.4,20.5,18.3,7.5,0.2,26.0,26.3,25.7,26.6,28.0
2019-01-15--01:04:36,22.2,22.0,21.0,16.4,11.1,22.6,22.2,19.3,16.6,13.3,21.4,20.3,18.0,7.4,0.2,26.0,26.3,25.7,26.5,28.1
2019-01-15--01:08:12,22.2,22.0,21.0,16.4,11.1,22.6,22.2,19.3,16.6,13.3,21.4,20.3,18.0,7.4,0.2,26.0,26.3,25.7,26.5,28.1
2019-01-15--01:11:48,22.2,22.0,21.0,16.4,11.1,22.6,22.2,19.3,16.6,13.3,21.4,20.3,18.0,7.4,0.2,26.0,26.3,25.7,26.5,28.1
2019-01-15--01:15:24,22.2,22.0,21.0,16.4,11.1,22.6,22.1,19.3,16.6,13.3,21.3,20.2,17.8,7.4,0.3,25.9,26.3,25.8,26.6,28.1
2019-01-15--01:19:00,22.2,22.0,21.0,16.4,11.1,22.6,22.1,19.3,16.6,13.3,21.3,20.2,17.8,7.4,0.3,25.9,26.3,25.8,26.6,28.1
2019-01-15--01:22:36,22.2,22.0,21.0,16.4,11.1,22.6,22.1,19.3,16.6,13.3,21.3,20.2,17.8,7.4,0.3,25.9,26.3,25.8,26.6,28.1
2019-01-15--01:26:12,22.2,22.0,21.0,16.4,11.1,22.6,22.1,19.3,16.6,13.3,21.3,20.2,17.8,7.4,0.3,25.9,26.3,25.8,26.6,28.1
2019-01-15--01:29:48,22.2,22.0,21.0,16.4,11.1,22.6,22.1,19.3,16.6,13.3,21.3,20.2,17.8,7.4,0.3,25.9,26.3,25.8,26.6,28.1
2019-01-15--01:33:24,22.2,21.9,21.0,16.4,11.1,22.6,22.1,19.3,16.6,13.3,21.2,20.1,17.9,7.3,0.3,25.9,26.4,25.8,26.7,28.1
2019-01-15--01:37:00,22.2,21.9,21.0,16.4,11.1,22.6,22.1,19.3,16.6,13.3,21.2,20.1,17.9,7.3,0.3,25.9,26.4,25.8,26.7,28.1
