,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-15 23:45:36,0.0,,-0.3,,0.0,
2019-01-15 23:52:48,0.0,,-0.3,,0.0,
2019-01-16 00:00:00,0.0,,-0.3,,0.0,
2019-01-16 00:07:12,0.0,,-0.3,,0.0,
2019-01-16 00:14:24,0.0,,-0.3,,0.0,
2019-01-16 00:21:36,0.0,,-0.3,,0.0,
2019-01-16 00:28:48,0.0,,-0.3,,0.0,
2019-01-16 00:36:00,0.0,,-0.4,,0.0,
2019-01-16 00:43:12,0.0,,-0.4,,0.0,
2019-01-16 00:50:24,0.0,,-0.4,,0.0,
2019-01-16 00:57:36,0.0,,-0.4,,0.0,
2019-01-16 01:04:48,0.0,,-0.4,,0.0,
2019-01-16 01:12:00,0.0,,-0.4,,0.0,
2019-01-16 01:19:12,0.0,,-0.4,,0.0,
2019-01-16 01:26:24,0.0,,-0.4,,0.0,
2019-01-16 01:33:36,0.0,,-0.5,,0.0,
2019-01-16 01:40:48,0.0,,-0.5,,0.0,
2019-01-16 01:48:00,0.0,,-0.5,,0.0,
2019-01-16 01:55:12,0.0,,-0.5,,0.0,
2019-01-16 02:02:24,0.0,,-0.5,,0.0,
2019-01-16 02:09:36,0.0,,-0.5,,0.0,
2019-01-16 02:16:48,0.0,,-0.5,,0.0,
2019-01-16 02:24:00,0.0,,-0.5,,0.0,
2019-01-16 02:31:12,0.0,,-0.5,,0.0,
2019-01-16 02:38:24,0.0,,-0.5,,0.0,
2019-01-16 02:45:36,0.0,,-0.5,,0.0,
2019-01-16 02:52:48,0.0,,-0.5,,0.0,
2019-01-16 03:00:00,0.0,,-0.5,,0.0,
2019-01-16 03:07:12,0.0,,-0.6,,0.0,
2019-01-16 03:14:24,0.0,,-0.6,,0.0,
2019-01-16 03:21:36,0.0,,-0.6,,0.0,
2019-01-16 03:28:48,0.0,,-0.6,,0.0,
2019-01-16 03:36:00,0.0,,-0.6,,7.0,
2019-01-16 03:43:12,0.0,,-0.6,,7.0,
2019-01-16 03:50:24,0.0,,-0.6,,12.2,
2019-01-16 03:57:36,0.0,,-0.6,,12.2,
2019-01-16 04:04:48,0.0,,-0.6,,12.2,
2019-01-16 04:12:00,0.0,,-0.6,,12.2,
2019-01-16 04:19:12,0.0,,-0.6,,12.2,
2019-01-16 04:26:24,0.0,,-0.6,,12.2,
2019-01-16 04:33:36,0.0,,-0.6,,12.2,
2019-01-16 04:40:48,0.0,,-0.6,,12.2,
2019-01-16 04:48:00,0.0,,-0.6,,12.2,
2019-01-16 04:55:12,0.0,,-0.6,,12.2,
2019-01-16 05:02:24,0.0,,-0.6,,12.2,
2019-01-16 05:09:36,0.0,,-0.6,,12.2,
2019-01-16 05:16:48,0.0,,-0.7,,12.3,
2019-01-16 05:24:00,0.0,,-0.7,,12.3,
2019-01-16 05:31:12,0.0,,-0.7,,12.2,
2019-01-16 05:38:24,0.0,,-0.7,,12.2,
2019-01-16 05:45:36,0.0,,-0.7,,12.2,
2019-01-16 05:52:48,0.0,,-0.7,,12.2,
2019-01-16 06:00:00,0.0,,-0.7,,12.2,
2019-01-16 06:07:12,0.0,,-0.7,,12.2,
2019-01-16 06:14:24,0.0,,-0.7,,12.2,
2019-01-16 06:21:36,0.0,,-0.7,,12.2,
2019-01-16 06:28:48,0.0,,-0.7,,12.2,
2019-01-16 06:36:00,0.0,,-0.7,,12.2,
2019-01-16 06:43:12,0.0,,-0.7,,12.2,
2019-01-16 06:50:24,0.0,,-0.7,,12.3,
2019-01-16 06:57:36,0.0,,-0.7,,12.3,
