,4340_POG_26.26,4348_POG_27.27,4356_POG_28.28,4364_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-29 23:45:36,,,,
2019-01-29 23:52:48,0.04,0.03,-0.03,0.03
2019-01-30 00:00:00,-0.07,-0.13,-0.09,-0.04
2019-01-30 00:07:12,-0.21,-0.5,-0.23,-0.33
2019-01-30 00:14:24,-0.21,-0.5,-0.23,-0.33
2019-01-30 00:21:36,-0.36,-0.6,-0.4,-0.37
2019-01-30 00:28:48,-0.36,-0.6,-0.4,-0.37
2019-01-30 00:36:00,-0.45,-0.71,-0.38,-0.3
2019-01-30 00:43:12,-0.45,-0.71,-0.38,-0.3
2019-01-30 00:50:24,-0.67,-1.13,-0.54,-0.49
2019-01-30 00:57:36,-0.67,-1.13,-0.54,-0.49
2019-01-30 01:04:48,-0.61,-1.09,-0.53,-0.54
2019-01-30 01:12:00,-0.61,-1.09,-0.53,-0.54
2019-01-30 01:19:12,-0.48,-1.03,-0.46,-0.44
2019-01-30 01:26:24,-0.48,-1.03,-0.46,-0.44
2019-01-30 01:33:36,-0.46,-0.85,-0.59,-0.43
2019-01-30 01:40:48,-0.46,-0.85,-0.59,-0.43
2019-01-30 01:48:00,-0.45,-0.81,-0.51,-0.36
2019-01-30 01:55:12,-0.45,-0.81,-0.51,-0.36
2019-01-30 02:02:24,-0.41,-0.77,-0.39,-0.4
2019-01-30 02:09:36,-0.41,-0.77,-0.39,-0.4
2019-01-30 02:16:48,-0.43,-0.87,-0.4,-0.49
2019-01-30 02:24:00,-0.43,-0.87,-0.4,-0.49
2019-01-30 02:31:12,-0.25,-1.0,-0.5,-0.52
2019-01-30 02:38:24,-0.25,-1.0,-0.5,-0.52
2019-01-30 02:45:36,-0.25,-1.0,-0.5,-0.52
2019-01-30 02:52:48,-0.2,-1.02,-0.52,-0.61
2019-01-30 03:00:00,-0.2,-1.02,-0.52,-0.61
2019-01-30 03:07:12,-0.17,-1.12,-0.58,-0.56
2019-01-30 03:14:24,-0.17,-1.12,-0.58,-0.56
2019-01-30 03:21:36,-0.35,-1.08,-0.73,-0.61
2019-01-30 03:28:48,-0.35,-1.08,-0.73,-0.61
2019-01-30 03:36:00,-0.58,-1.28,-0.81,-0.64
2019-01-30 03:43:12,-0.58,-1.28,-0.81,-0.64
2019-01-30 03:50:24,-0.61,-1.36,-0.87,-0.71
2019-01-30 03:57:36,-0.61,-1.36,-0.87,-0.71
2019-01-30 04:04:48,-0.62,-1.21,-0.97,-0.91
2019-01-30 04:12:00,-0.62,-1.21,-0.97,-0.91
2019-01-30 04:19:12,-0.66,-1.13,-0.93,-1.06
2019-01-30 04:26:24,-0.66,-1.13,-0.93,-1.06
2019-01-30 04:33:36,-0.64,-1.13,-1.04,-1.13
2019-01-30 04:40:48,-0.64,-1.13,-1.04,-1.13
2019-01-30 04:48:00,-0.65,-1.27,-1.08,-1.08
2019-01-30 04:55:12,-0.65,-1.27,-1.08,-1.08
2019-01-30 05:02:24,-0.72,-1.09,-0.91,-1.19
2019-01-30 05:09:36,-0.72,-1.09,-0.91,-1.19
2019-01-30 05:16:48,-0.93,-1.29,-0.91,-1.25
2019-01-30 05:24:00,-0.93,-1.29,-0.91,-1.25
2019-01-30 05:31:12,-1.16,-1.53,-1.11,-1.45
2019-01-30 05:38:24,-1.16,-1.53,-1.11,-1.45
2019-01-30 05:45:36,-1.14,-1.37,-1.02,-1.38
2019-01-30 05:52:48,-1.14,-1.37,-1.02,-1.38
2019-01-30 06:00:00,-1.14,-1.37,-1.02,-1.38
2019-01-30 06:07:12,-1.24,-1.36,-1.06,-1.17
2019-01-30 06:14:24,-1.24,-1.36,-1.06,-1.17
2019-01-30 06:21:36,-1.19,-1.3,-0.98,-1.14
2019-01-30 06:28:48,-1.19,-1.3,-0.98,-1.14
2019-01-30 06:36:00,-1.16,-1.23,-0.93,-1.2
2019-01-30 06:43:12,-1.16,-1.23,-0.93,-1.2
2019-01-30 06:50:24,-1.04,-1.0,-0.83,-1.12
2019-01-30 06:57:36,-1.04,-1.0,-0.83,-1.12
2019-01-30 07:04:48,-0.85,-0.76,-0.73,-0.97
2019-01-30 07:12:00,-0.85,-0.76,-0.73,-0.97
2019-01-30 07:19:12,-0.85,-0.76,-0.73,-0.97
2019-01-30 07:26:24,-0.85,-0.76,-0.73,-0.97
2019-01-30 07:33:36,-0.53,-0.43,-0.63,-1.0
2019-01-30 07:40:48,-0.53,-0.43,-0.63,-1.0
2019-01-30 07:48:00,-0.6,-0.41,-0.56,-0.88
2019-01-30 07:55:12,-0.6,-0.41,-0.56,-0.88
2019-01-30 08:02:24,-0.2,0.3,-0.3,-0.6
2019-01-30 08:09:36,-0.2,0.3,-0.3,-0.6
2019-01-30 08:16:48,0.09,1.11,0.33,-0.2
2019-01-30 08:24:00,0.09,1.11,0.33,-0.2
2019-01-30 08:31:12,0.09,1.11,0.33,-0.2
2019-01-30 08:38:24,0.09,1.11,0.33,-0.2
2019-01-30 08:45:36,0.09,1.11,0.33,-0.2
2019-01-30 08:52:48,0.09,1.11,0.33,-0.2
2019-01-30 09:00:00,0.09,1.11,0.33,-0.2
2019-01-30 09:07:12,0.4,0.96,0.36,-0.15
2019-01-30 09:14:24,0.4,0.96,0.36,-0.15
2019-01-30 09:21:36,0.39,1.21,0.31,-0.01
2019-01-30 09:28:48,0.39,1.21,0.31,-0.01
2019-01-30 09:36:00,0.94,2.21,0.98,0.71
2019-01-30 09:43:12,0.94,2.21,0.98,0.71
2019-01-30 09:50:24,0.66,1.45,0.58,0.25
2019-01-30 09:57:36,0.66,1.45,0.58,0.25
2019-01-30 10:04:48,0.89,1.99,0.84,0.64
2019-01-30 10:12:00,0.89,1.99,0.84,0.64
2019-01-30 10:19:12,1.03,2.27,1.37,1.47
2019-01-30 10:26:24,1.03,2.27,1.37,1.47
2019-01-30 10:33:36,1.03,2.27,1.37,1.47
2019-01-30 10:40:48,1.03,2.27,1.37,1.47
2019-01-30 10:48:00,1.11,2.56,1.44,1.81
2019-01-30 10:55:12,1.11,2.56,1.44,1.81
2019-01-30 11:02:24,1.07,2.26,1.51,1.54
2019-01-30 11:09:36,1.07,2.26,1.51,1.54
2019-01-30 11:16:48,1.05,2.04,1.47,1.62
2019-01-30 11:24:00,1.05,2.04,1.47,1.62
2019-01-30 11:31:12,0.92,1.67,1.07,1.16
2019-01-30 11:38:24,0.92,1.67,1.07,1.16
2019-01-30 11:45:36,0.92,1.67,1.07,1.16
2019-01-30 11:52:48,0.97,1.72,1.08,1.2
2019-01-30 12:00:00,0.97,1.72,1.08,1.2
2019-01-30 12:07:12,0.92,1.6,1.01,1.3
2019-01-30 12:14:24,0.92,1.6,1.01,1.3
2019-01-30 12:21:36,0.66,1.47,0.89,1.09
2019-01-30 12:28:48,0.66,1.47,0.89,1.09
2019-01-30 12:36:00,1.21,1.81,1.33,1.27
2019-01-30 12:43:12,1.21,1.81,1.33,1.27
2019-01-30 12:50:24,1.08,1.78,1.42,1.72
2019-01-30 12:57:36,1.08,1.78,1.42,1.72
2019-01-30 13:04:48,1.17,1.74,1.36,1.69
2019-01-30 13:12:00,1.17,1.74,1.36,1.69
2019-01-30 13:19:12,0.99,1.28,1.16,1.44
2019-01-30 13:26:24,0.99,1.28,1.16,1.44
2019-01-30 13:33:36,0.87,1.25,1.11,1.07
2019-01-30 13:40:48,0.87,1.25,1.11,1.07
2019-01-30 13:48:00,0.77,1.01,0.88,0.77
2019-01-30 13:55:12,0.77,1.01,0.88,0.77
2019-01-30 14:02:24,0.82,0.87,0.85,0.81
2019-01-30 14:09:36,0.82,0.87,0.85,0.81
2019-01-30 14:16:48,0.67,0.56,0.75,0.74
2019-01-30 14:24:00,0.67,0.56,0.75,0.74
2019-01-30 14:31:12,0.5,0.51,0.6,0.57
2019-01-30 14:38:24,0.5,0.51,0.6,0.57
2019-01-30 14:45:36,0.5,0.51,0.6,0.57
2019-01-30 14:52:48,0.36,0.42,0.43,0.35
2019-01-30 15:00:00,0.36,0.42,0.43,0.35
2019-01-30 15:07:12,0.26,0.28,0.26,0.21
2019-01-30 15:14:24,0.26,0.28,0.26,0.21
2019-01-30 15:21:36,0.15,0.22,0.16,0.12
2019-01-30 15:28:48,0.15,0.22,0.16,0.12
2019-01-30 15:36:00,0.1,0.11,0.12,0.12
2019-01-30 15:43:12,0.1,0.11,0.12,0.12
2019-01-30 15:50:24,-0.0,0.01,0.03,-0.02
2019-01-30 15:57:36,-0.0,0.01,0.03,-0.02
2019-01-30 16:04:48,-0.05,-0.04,-0.03,-0.02
2019-01-30 16:12:00,-0.05,-0.04,-0.03,-0.02
2019-01-30 16:19:12,-0.16,-0.12,-0.08,-0.13
2019-01-30 16:26:24,-0.16,-0.12,-0.08,-0.13
2019-01-30 16:33:36,-0.24,-0.2,-0.22,-0.14
2019-01-30 16:40:48,-0.24,-0.2,-0.22,-0.14
2019-01-30 16:48:00,-0.36,-0.26,-0.33,-0.16
2019-01-30 16:55:12,-0.36,-0.26,-0.33,-0.16
2019-01-30 17:02:24,-0.32,-0.33,-0.36,-0.27
2019-01-30 17:09:36,-0.32,-0.33,-0.36,-0.27
2019-01-30 17:16:48,-0.38,-0.45,-0.4,-0.31
2019-01-30 17:24:00,-0.38,-0.45,-0.4,-0.31
2019-01-30 17:31:12,-0.5,-0.52,-0.52,-0.42
