,4245_Mbus Apators,4256_Mbus Apators,4267_Mbus Apators,4278_Mbus Apators,4289_Mbus Apators,4300_Mbus Apators,4311_Mbus Apators,4322_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-29 23:45:36,,,,,,,,
2019-01-29 23:52:48,0.14,0.33,0.27,0.13,,1.001931,0.0,0.0
2019-01-30 00:00:00,0.19,0.33,0.27,0.12,,0.879,0.0,0.0
2019-01-30 00:07:12,0.27,0.32,0.26,0.14,,0.414107,0.0,0.0
2019-01-30 00:14:24,0.27,0.32,0.26,0.14,,0.414107,0.0,0.0
2019-01-30 00:21:36,0.51,0.31,0.25,0.15,,0.421889,0.0,0.0
2019-01-30 00:28:48,0.51,0.31,0.25,0.15,,0.421889,0.0,0.0
2019-01-30 00:36:00,0.47,0.31,0.25,0.13,,0.8795,0.0,0.0
2019-01-30 00:43:12,0.47,0.31,0.25,0.13,,0.8795,0.0,0.0
2019-01-30 00:50:24,0.53,0.31,0.25,0.15,,1.01125,0.0,0.0
2019-01-30 00:57:36,0.53,0.31,0.25,0.15,,1.01125,0.0,0.0
2019-01-30 01:04:48,0.43,0.32,0.25,0.13,,1.009893,0.0,0.0
2019-01-30 01:12:00,0.43,0.32,0.25,0.13,,1.009893,0.0,0.0
2019-01-30 01:19:12,0.53,0.31,0.25,0.15,,1.010679,0.0,0.0
2019-01-30 01:26:24,0.53,0.31,0.25,0.15,,1.010679,0.0,0.0
2019-01-30 01:33:36,0.49,0.32,0.25,0.14,,1.011778,0.0,0.0
2019-01-30 01:40:48,0.49,0.32,0.25,0.14,,1.011778,0.0,0.0
2019-01-30 01:48:00,0.42,0.32,0.26,0.15,,1.011786,0.0,0.0
2019-01-30 01:55:12,0.42,0.32,0.26,0.15,,1.011786,0.0,0.0
2019-01-30 02:02:24,0.32,0.33,0.26,0.15,,1.011704,0.0,0.0
2019-01-30 02:09:36,0.32,0.33,0.26,0.15,,1.011704,0.0,0.0
2019-01-30 02:16:48,0.15,0.33,0.27,0.15,,0.989778,0.0,0.0
2019-01-30 02:24:00,0.15,0.33,0.27,0.15,,0.989778,0.0,0.0
2019-01-30 02:31:12,0.2,0.32,0.26,0.15,,0.213679,0.0,0.0
2019-01-30 02:38:24,0.2,0.32,0.26,0.15,,0.213679,0.0,0.0
2019-01-30 02:45:36,0.2,0.32,0.26,0.15,,0.213679,0.0,0.0
2019-01-30 02:52:48,0.24,0.32,0.26,0.11,,0.416885,0.0,0.0
2019-01-30 03:00:00,0.24,0.32,0.26,0.11,,0.416885,0.0,0.0
2019-01-30 03:07:12,0.49,0.3,0.25,0.12,,0.424571,0.0,0.0
2019-01-30 03:14:24,0.49,0.3,0.25,0.12,,0.424571,0.0,0.0
2019-01-30 03:21:36,0.42,0.31,0.25,0.07,,0.824259,0.0,0.0
2019-01-30 03:28:48,0.42,0.31,0.25,0.07,,0.824259,0.0,0.0
2019-01-30 03:36:00,0.5,0.31,0.25,0.0,,0.993444,0.0,0.0
2019-01-30 03:43:12,0.5,0.31,0.25,0.0,,0.993444,0.0,0.0
2019-01-30 03:50:24,0.47,0.32,0.26,0.0,,1.012538,0.0,0.0
2019-01-30 03:57:36,0.47,0.32,0.26,0.0,,1.012538,0.0,0.0
2019-01-30 04:04:48,0.49,0.32,0.26,0.05,,1.01337,0.0,0.0
2019-01-30 04:12:00,0.49,0.32,0.26,0.05,,1.01337,0.0,0.0
2019-01-30 04:19:12,0.4,0.32,0.26,0.15,,0.504815,0.0,0.0
2019-01-30 04:26:24,0.4,0.32,0.26,0.15,,0.504815,0.0,0.0
2019-01-30 04:33:36,0.41,0.32,0.26,0.13,,0.416333,0.0,0.0
2019-01-30 04:40:48,0.41,0.32,0.26,0.13,,0.416333,0.0,0.0
2019-01-30 04:48:00,0.14,0.33,0.26,0.16,,0.713538,0.0,0.0
2019-01-30 04:55:12,0.14,0.33,0.26,0.16,,0.713538,0.0,0.0
2019-01-30 05:02:24,0.29,0.32,0.26,0.13,,1.012963,0.0,0.0
2019-01-30 05:09:36,0.29,0.32,0.26,0.13,,1.012963,0.0,0.0
2019-01-30 05:16:48,0.27,0.32,0.26,0.15,,0.96863,0.0,0.0
2019-01-30 05:24:00,0.27,0.32,0.26,0.15,,0.96863,0.0,0.0
2019-01-30 05:31:12,0.42,0.32,0.25,0.12,,0.416407,0.0,0.0
2019-01-30 05:38:24,0.42,0.32,0.25,0.12,,0.416407,0.0,0.0
2019-01-30 05:45:36,0.46,0.31,0.25,0.12,,0.424296,0.0,0.0
2019-01-30 05:52:48,0.46,0.31,0.25,0.12,,0.424296,0.0,0.0
2019-01-30 06:00:00,0.46,0.31,0.25,0.12,,0.424296,0.0,0.0
2019-01-30 06:07:12,0.52,0.31,0.25,0.08,,0.849333,0.0,0.0
2019-01-30 06:14:24,0.52,0.31,0.25,0.08,,0.849333,0.0,0.0
2019-01-30 06:21:36,0.46,0.31,0.25,0.13,,1.011704,0.0,0.0
2019-01-30 06:28:48,0.46,0.31,0.25,0.13,,1.011704,0.0,0.0
2019-01-30 06:36:00,0.51,0.32,0.25,0.06,,1.012704,0.0,0.0
2019-01-30 06:43:12,0.51,0.32,0.25,0.06,,1.012704,0.0,0.0
2019-01-30 06:50:24,0.46,0.32,0.25,0.14,,1.013038,0.0,0.0
2019-01-30 06:57:36,0.46,0.32,0.25,0.14,,1.013038,0.0,0.0
2019-01-30 07:04:48,0.14,0.33,0.27,0.15,,0.138503,0.0,0.0
2019-01-30 07:12:00,0.14,0.33,0.27,0.15,,0.138503,0.0,0.0
