,2202_LE03_02.2,2269_LE03_03.3,2336_LE03_04.4,2403_LE03_05.5,2470_LE03_06.6,2537_LE03_07.7,2604_LE03_08.8,2671_LE03_09.9,3851_LE01_26.10,4037_LE03_27.26,4405_LE03_SUM
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,
2019-01-29 23:45:36,,,,,,,,,,,
2019-01-29 23:52:48,315.2,149.2,545.4,37.9,595.9,129.6,291.8,3073.1,15.7,81.7,5235.5
2019-01-30 00:00:00,2097.7,192.3,674.8,50.7,617.0,108.2,376.0,2762.4,15.7,81.6,6976.3
2019-01-30 00:07:12,509.7,295.5,517.7,40.5,484.6,156.5,285.0,1904.6,15.6,81.7,4291.4
2019-01-30 00:14:24,509.7,295.5,517.7,40.5,484.6,156.5,285.0,1904.6,15.6,81.7,4291.4
2019-01-30 00:21:36,483.5,160.6,734.2,78.1,658.7,137.2,379.3,2016.7,15.8,81.8,4746.0
2019-01-30 00:28:48,483.5,160.6,734.2,78.1,658.7,137.2,379.3,2016.7,15.8,81.8,4746.0
2019-01-30 00:36:00,245.6,150.7,499.1,57.3,531.2,153.0,432.4,3046.2,15.7,81.7,5213.0
2019-01-30 00:43:12,245.6,150.7,499.1,57.3,531.2,153.0,432.4,3046.2,15.7,81.7,5213.0
2019-01-30 00:50:24,512.8,315.7,610.1,80.7,575.6,125.6,273.8,3112.5,15.5,81.5,5682.9
2019-01-30 00:57:36,512.8,315.7,610.1,80.7,575.6,125.6,273.8,3112.5,15.5,81.5,5682.9
2019-01-30 01:04:48,1565.1,194.7,514.5,76.3,631.7,132.4,380.7,2658.7,15.7,81.4,6251.2
2019-01-30 01:12:00,1565.1,194.7,514.5,76.3,631.7,132.4,380.7,2658.7,15.7,81.4,6251.2
2019-01-30 01:19:12,1386.7,155.5,683.2,94.7,612.0,160.8,301.9,3070.3,15.7,81.3,6562.0
2019-01-30 01:26:24,1386.7,155.5,683.2,94.7,612.0,160.8,301.9,3070.3,15.7,81.3,6562.0
2019-01-30 01:33:36,237.6,266.1,553.1,57.8,573.5,142.2,264.1,3176.2,15.4,81.4,5367.4
2019-01-30 01:40:48,237.6,266.1,553.1,57.8,573.5,142.2,264.1,3176.2,15.4,81.4,5367.4
2019-01-30 01:48:00,593.3,273.4,625.5,77.8,612.2,136.3,269.9,3242.4,15.6,81.4,5899.9
2019-01-30 01:55:12,593.3,273.4,625.5,77.8,612.2,136.3,269.9,3242.4,15.6,81.4,5899.9
2019-01-30 02:02:24,1986.8,137.0,534.0,37.9,556.4,175.7,301.8,3290.5,15.5,81.2,7116.8
2019-01-30 02:09:36,1986.8,137.0,534.0,37.9,556.4,175.7,301.8,3290.5,15.5,81.2,7116.8
2019-01-30 02:16:48,451.0,275.7,626.4,79.0,632.4,108.8,244.4,3379.0,15.7,81.3,5893.8
2019-01-30 02:24:00,451.0,275.7,626.4,79.0,632.4,108.8,244.4,3379.0,15.7,81.3,5893.8
2019-01-30 02:31:12,317.6,232.3,608.1,57.1,616.9,140.0,333.6,3147.8,15.4,81.1,5549.9
2019-01-30 02:38:24,317.6,232.3,608.1,57.1,616.9,140.0,333.6,3147.8,15.4,81.1,5549.9
2019-01-30 02:45:36,317.6,232.3,608.1,57.1,616.9,140.0,333.6,3147.8,15.4,81.1,5549.9
2019-01-30 02:52:48,534.8,193.3,551.4,37.8,526.2,115.3,451.8,1869.2,15.7,81.0,4351.3
