,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-29 23:45:36,36.9,62.5,83.6,38.3,36.0,40.6
2019-01-29 23:52:48,36.9,62.5,83.6,38.4,36.0,40.6
2019-01-30 00:00:00,36.9,62.5,83.6,38.4,36.0,40.6
2019-01-30 00:07:12,37.0,62.5,83.6,38.4,35.392857,40.6
2019-01-30 00:14:24,37.0,62.5,83.6,38.4,35.392857,40.6
2019-01-30 00:21:36,37.0,62.5,83.6,38.4,35.0,40.6
2019-01-30 00:28:48,37.0,62.5,83.6,38.4,35.0,40.6
2019-01-30 00:36:00,37.0,62.5,83.6,38.4,35.0,40.7
2019-01-30 00:43:12,37.0,62.5,83.6,38.4,35.0,40.7
2019-01-30 00:50:24,36.9,62.5,83.6,38.4,35.0,40.7
2019-01-30 00:57:36,36.9,62.5,83.6,38.4,35.0,40.7
2019-01-30 01:04:48,36.9,62.5,83.6,38.4,35.0,40.7
2019-01-30 01:12:00,36.9,62.5,83.6,38.4,35.0,40.7
2019-01-30 01:19:12,36.9,62.5,83.6,38.4,35.0,40.7
2019-01-30 01:26:24,36.9,62.5,83.6,38.4,35.0,40.7
2019-01-30 01:33:36,36.9,62.5,83.6,38.3,35.0,40.7
2019-01-30 01:40:48,36.9,62.5,83.6,38.3,35.0,40.7
2019-01-30 01:48:00,37.0,62.5,83.6,38.4,35.0,40.7
2019-01-30 01:55:12,37.0,62.5,83.6,38.4,35.0,40.7
2019-01-30 02:02:24,37.0,62.5,83.6,38.4,35.0,40.7
2019-01-30 02:09:36,37.0,62.5,83.6,38.4,35.0,40.7
2019-01-30 02:16:48,37.1,62.4,83.6,38.4,35.0,40.7
2019-01-30 02:24:00,37.1,62.4,83.6,38.4,35.0,40.7
2019-01-30 02:31:12,37.1,62.4,83.6,38.5,35.0,40.8
2019-01-30 02:38:24,37.1,62.4,83.6,38.5,35.0,40.8
2019-01-30 02:45:36,37.2,62.4,83.6,38.5,35.0,40.8
2019-01-30 02:52:48,37.2,62.4,83.6,38.5,35.0,40.8
2019-01-30 03:00:00,37.2,62.4,83.6,38.5,35.0,40.8
2019-01-30 03:07:12,37.1,62.4,83.6,38.5,35.0,40.8
2019-01-30 03:14:24,37.1,62.4,83.6,38.5,35.0,40.8
2019-01-30 03:21:36,37.1,62.4,83.6,38.5,35.0,40.8
2019-01-30 03:28:48,37.1,62.4,83.6,38.5,35.0,40.8
2019-01-30 03:36:00,37.0,62.4,83.6,38.5,35.0,40.8
2019-01-30 03:43:12,37.0,62.4,83.6,38.5,35.0,40.8
2019-01-30 03:50:24,37.0,62.3,83.6,38.4,35.0,40.8
2019-01-30 03:57:36,37.0,62.3,83.6,38.4,35.0,40.8
2019-01-30 04:04:48,37.1,62.3,83.6,38.5,35.0,40.7
2019-01-30 04:12:00,37.1,62.3,83.6,38.5,35.0,40.7
2019-01-30 04:19:12,37.1,62.3,83.6,38.5,35.0,40.8
2019-01-30 04:26:24,37.1,62.3,83.6,38.5,35.0,40.8
2019-01-30 04:33:36,37.1,62.3,83.6,38.6,34.851852,40.8
2019-01-30 04:40:48,37.1,62.3,83.6,38.6,34.851852,40.8
2019-01-30 04:48:00,37.1,62.2,83.6,38.5,34.076923,40.7
2019-01-30 04:55:12,37.1,62.2,83.6,38.5,34.076923,40.7
2019-01-30 05:02:24,37.0,62.2,83.6,38.5,34.0,40.7
2019-01-30 05:09:36,37.0,62.2,83.6,38.5,34.0,40.7
2019-01-30 05:16:48,37.1,62.2,83.5,38.5,34.0,40.7
2019-01-30 05:24:00,37.1,62.2,83.5,38.5,34.0,40.7
