,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-29 23:45:36,11.8,5.6,1.7,13.7,13.2,17.7
2019-01-29 23:52:48,11.8,5.6,1.7,13.7,13.2,17.8
2019-01-30 00:00:00,11.8,5.6,1.7,13.7,13.2,17.8
2019-01-30 00:07:12,11.8,5.6,1.6,13.7,13.2,17.9
2019-01-30 00:14:24,11.8,5.6,1.6,13.7,13.2,17.9
2019-01-30 00:21:36,11.9,5.7,1.6,13.7,13.2,17.8
2019-01-30 00:28:48,11.9,5.7,1.6,13.7,13.2,17.8
2019-01-30 00:36:00,11.9,5.7,1.6,13.7,13.2,17.6
2019-01-30 00:43:12,11.9,5.7,1.6,13.7,13.2,17.6
2019-01-30 00:50:24,11.9,5.7,1.5,13.7,13.2,17.4
2019-01-30 00:57:36,11.9,5.7,1.5,13.7,13.2,17.4
2019-01-30 01:04:48,11.9,5.7,1.5,13.6,13.2,17.3
2019-01-30 01:12:00,11.9,5.7,1.5,13.6,13.2,17.3
2019-01-30 01:19:12,11.9,5.7,1.5,13.6,13.1,17.2
2019-01-30 01:26:24,11.9,5.7,1.5,13.6,13.1,17.2
2019-01-30 01:33:36,11.9,5.7,1.4,13.5,13.1,17.2
2019-01-30 01:40:48,11.9,5.7,1.4,13.5,13.1,17.2
2019-01-30 01:48:00,11.9,5.7,1.4,13.5,13.1,17.2
2019-01-30 01:55:12,11.9,5.7,1.4,13.5,13.1,17.2
2019-01-30 02:02:24,11.9,5.7,1.3,13.5,13.1,17.2
2019-01-30 02:09:36,11.9,5.7,1.3,13.5,13.1,17.2
2019-01-30 02:16:48,11.9,5.7,1.3,13.6,13.1,17.4
2019-01-30 02:24:00,11.9,5.7,1.3,13.6,13.1,17.4
2019-01-30 02:31:12,11.9,5.7,1.3,13.6,13.1,17.5
2019-01-30 02:38:24,11.9,5.7,1.3,13.6,13.1,17.5
2019-01-30 02:45:36,11.9,5.7,1.2,13.7,13.2,17.5
2019-01-30 02:52:48,11.9,5.7,1.2,13.7,13.2,17.5
2019-01-30 03:00:00,11.9,5.7,1.2,13.7,13.2,17.5
2019-01-30 03:07:12,11.9,5.7,1.2,13.7,13.2,17.4
2019-01-30 03:14:24,11.9,5.7,1.2,13.7,13.2,17.4
2019-01-30 03:21:36,11.9,5.7,1.2,13.7,13.2,17.2
2019-01-30 03:28:48,11.9,5.7,1.2,13.7,13.2,17.2
2019-01-30 03:36:00,11.9,5.6,1.1,13.6,13.2,17.1
2019-01-30 03:43:12,11.9,5.6,1.1,13.6,13.2,17.1
2019-01-30 03:50:24,11.9,5.6,1.1,13.6,13.1,17.1
2019-01-30 03:57:36,11.9,5.6,1.1,13.6,13.1,17.1
2019-01-30 04:04:48,11.9,5.6,1.1,13.6,13.1,17.2
2019-01-30 04:12:00,11.9,5.6,1.1,13.6,13.1,17.2
2019-01-30 04:19:12,11.9,5.6,1.0,13.6,13.1,17.2
2019-01-30 04:26:24,11.9,5.6,1.0,13.6,13.1,17.2
2019-01-30 04:33:36,11.9,5.6,1.0,13.6,13.1,17.2
2019-01-30 04:40:48,11.9,5.6,1.0,13.6,13.1,17.2
2019-01-30 04:48:00,11.9,5.6,0.9,13.6,13.1,17.1
2019-01-30 04:55:12,11.9,5.6,0.9,13.6,13.1,17.1
2019-01-30 05:02:24,11.9,5.6,0.9,13.6,13.1,17.1
2019-01-30 05:09:36,11.9,5.6,0.9,13.6,13.1,17.1
2019-01-30 05:16:48,11.9,5.6,0.9,13.5,13.1,17.2
2019-01-30 05:24:00,11.9,5.6,0.9,13.5,13.1,17.2
