,4345_POG_26.26,4353_POG_27.27,4361_POG_28.28,4369_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-29 23:45:36,,,,
2019-01-29 23:52:48,0.48,0.63,0.64,0.66
2019-01-30 00:00:00,0.55,0.44,0.49,0.61
2019-01-30 00:07:12,0.48,0.45,0.44,0.57
2019-01-30 00:14:24,0.48,0.45,0.44,0.57
2019-01-30 00:21:36,0.52,0.43,0.45,0.65
2019-01-30 00:28:48,0.52,0.43,0.45,0.65
2019-01-30 00:36:00,0.08,0.28,0.21,0.34
2019-01-30 00:43:12,0.08,0.28,0.21,0.34
2019-01-30 00:50:24,0.04,0.06,0.13,0.24
2019-01-30 00:57:36,0.04,0.06,0.13,0.24
2019-01-30 01:04:48,0.04,0.08,0.12,0.25
2019-01-30 01:12:00,0.04,0.08,0.12,0.25
2019-01-30 01:19:12,0.06,0.05,0.05,0.15
2019-01-30 01:26:24,0.06,0.05,0.05,0.15
2019-01-30 01:33:36,0.01,0.07,0.14,0.18
2019-01-30 01:40:48,0.01,0.07,0.14,0.18
2019-01-30 01:48:00,0.01,0.0,0.07,0.1
2019-01-30 01:55:12,0.01,0.0,0.07,0.1
2019-01-30 02:02:24,0.05,0.03,0.09,0.17
2019-01-30 02:09:36,0.05,0.03,0.09,0.17
2019-01-30 02:16:48,0.01,0.04,0.09,0.05
2019-01-30 02:24:00,0.01,0.04,0.09,0.05
2019-01-30 02:31:12,0.01,0.16,0.23,0.23
2019-01-30 02:38:24,0.01,0.16,0.23,0.23
2019-01-30 02:45:36,0.01,0.16,0.23,0.23
2019-01-30 02:52:48,0.01,0.19,0.13,0.14
2019-01-30 03:00:00,0.01,0.19,0.13,0.14
2019-01-30 03:07:12,0.06,0.25,0.22,0.2
2019-01-30 03:14:24,0.06,0.25,0.22,0.2
2019-01-30 03:21:36,0.15,0.21,0.24,0.26
2019-01-30 03:28:48,0.15,0.21,0.24,0.26
2019-01-30 03:36:00,0.07,0.11,0.08,0.17
2019-01-30 03:43:12,0.07,0.11,0.08,0.17
2019-01-30 03:50:24,0.17,0.23,0.22,0.18
2019-01-30 03:57:36,0.17,0.23,0.22,0.18
2019-01-30 04:04:48,0.01,0.04,0.11,0.1
2019-01-30 04:12:00,0.01,0.04,0.11,0.1
2019-01-30 04:19:12,0.01,0.14,0.32,0.33
2019-01-30 04:26:24,0.01,0.14,0.32,0.33
2019-01-30 04:33:36,0.12,0.36,0.44,0.62
2019-01-30 04:40:48,0.12,0.36,0.44,0.62
2019-01-30 04:48:00,0.18,0.35,0.52,0.53
2019-01-30 04:55:12,0.18,0.35,0.52,0.53
2019-01-30 05:02:24,0.15,0.63,0.42,0.4
2019-01-30 05:09:36,0.15,0.63,0.42,0.4
2019-01-30 05:16:48,0.12,0.56,0.51,0.32
2019-01-30 05:24:00,0.12,0.56,0.51,0.32
2019-01-30 05:31:12,0.11,0.49,0.36,0.24
2019-01-30 05:38:24,0.11,0.49,0.36,0.24
2019-01-30 05:45:36,0.21,0.38,0.28,0.17
2019-01-30 05:52:48,0.21,0.38,0.28,0.17
2019-01-30 06:00:00,0.21,0.38,0.28,0.17
2019-01-30 06:07:12,0.39,0.27,0.11,0.07
2019-01-30 06:14:24,0.39,0.27,0.11,0.07
2019-01-30 06:21:36,0.37,0.39,0.2,0.16
2019-01-30 06:28:48,0.37,0.39,0.2,0.16
2019-01-30 06:36:00,0.55,0.6,0.27,0.38
2019-01-30 06:43:12,0.55,0.6,0.27,0.38
2019-01-30 06:50:24,0.4,0.48,0.27,0.28
2019-01-30 06:57:36,0.4,0.48,0.27,0.28
2019-01-30 07:04:48,0.55,0.72,0.4,0.5
2019-01-30 07:12:00,0.55,0.72,0.4,0.5
2019-01-30 07:19:12,0.55,0.72,0.4,0.5
2019-01-30 07:26:24,0.55,0.72,0.4,0.5
2019-01-30 07:33:36,0.7,1.0,0.63,1.07
2019-01-30 07:40:48,0.7,1.0,0.63,1.07
2019-01-30 07:48:00,0.52,0.8,0.6,0.56
2019-01-30 07:55:12,0.52,0.8,0.6,0.56
2019-01-30 08:02:24,0.3,1.15,0.95,0.35
2019-01-30 08:09:36,0.3,1.15,0.95,0.35
2019-01-30 08:16:48,0.44,1.02,0.66,0.64
2019-01-30 08:24:00,0.44,1.02,0.66,0.64
2019-01-30 08:31:12,0.44,1.02,0.66,0.64
2019-01-30 08:38:24,0.44,1.02,0.66,0.64
2019-01-30 08:45:36,0.44,1.02,0.66,0.64
2019-01-30 08:52:48,0.44,1.02,0.66,0.64
2019-01-30 09:00:00,0.44,1.02,0.66,0.64
2019-01-30 09:07:12,0.31,0.74,0.49,0.62
2019-01-30 09:14:24,0.31,0.74,0.49,0.62
2019-01-30 09:21:36,0.51,0.51,0.32,0.38
2019-01-30 09:28:48,0.51,0.51,0.32,0.38
2019-01-30 09:36:00,0.56,0.74,0.45,0.59
2019-01-30 09:43:12,0.56,0.74,0.45,0.59
2019-01-30 09:50:24,0.63,0.8,0.57,0.63
2019-01-30 09:57:36,0.63,0.8,0.57,0.63
2019-01-30 10:04:48,0.39,1.05,0.78,0.46
2019-01-30 10:12:00,0.39,1.05,0.78,0.46
2019-01-30 10:19:12,0.8,0.94,0.7,0.68
2019-01-30 10:26:24,0.8,0.94,0.7,0.68
2019-01-30 10:33:36,0.8,0.94,0.7,0.68
2019-01-30 10:40:48,0.8,0.94,0.7,0.68
2019-01-30 10:48:00,0.81,0.66,0.64,0.55
2019-01-30 10:55:12,0.81,0.66,0.64,0.55
2019-01-30 11:02:24,0.81,0.8,0.67,0.82
2019-01-30 11:09:36,0.81,0.8,0.67,0.82
2019-01-30 11:16:48,0.89,0.9,0.72,0.83
2019-01-30 11:24:00,0.89,0.9,0.72,0.83
2019-01-30 11:31:12,1.04,1.11,0.91,0.81
2019-01-30 11:38:24,1.04,1.11,0.91,0.81
2019-01-30 11:45:36,1.04,1.11,0.91,0.81
2019-01-30 11:52:48,1.12,1.08,0.78,0.76
2019-01-30 12:00:00,1.12,1.08,0.78,0.76
2019-01-30 12:07:12,1.18,1.1,0.91,0.87
2019-01-30 12:14:24,1.18,1.1,0.91,0.87
2019-01-30 12:21:36,1.33,1.12,0.87,1.11
2019-01-30 12:28:48,1.33,1.12,0.87,1.11
2019-01-30 12:36:00,0.81,0.99,0.73,0.59
2019-01-30 12:43:12,0.81,0.99,0.73,0.59
2019-01-30 12:50:24,0.97,0.92,0.64,0.6
2019-01-30 12:57:36,0.97,0.92,0.64,0.6
2019-01-30 13:04:48,0.92,0.97,0.64,0.59
2019-01-30 13:12:00,0.92,0.97,0.64,0.59
2019-01-30 13:19:12,1.16,1.1,0.65,0.55
2019-01-30 13:26:24,1.16,1.1,0.65,0.55
2019-01-30 13:33:36,0.87,0.83,0.57,0.58
2019-01-30 13:40:48,0.87,0.83,0.57,0.58
2019-01-30 13:48:00,0.74,0.64,0.64,0.63
2019-01-30 13:55:12,0.74,0.64,0.64,0.63
2019-01-30 14:02:24,0.63,0.7,0.37,0.33
2019-01-30 14:09:36,0.63,0.7,0.37,0.33
2019-01-30 14:16:48,0.9,1.0,0.33,0.26
2019-01-30 14:24:00,0.9,1.0,0.33,0.26
2019-01-30 14:31:12,0.97,0.84,0.55,0.51
2019-01-30 14:38:24,0.97,0.84,0.55,0.51
2019-01-30 14:45:36,0.97,0.84,0.55,0.51
2019-01-30 14:52:48,0.84,0.89,0.6,0.64
2019-01-30 15:00:00,0.84,0.89,0.6,0.64
2019-01-30 15:07:12,0.74,0.65,0.52,0.52
2019-01-30 15:14:24,0.74,0.65,0.52,0.52
2019-01-30 15:21:36,0.78,0.81,0.46,0.53
2019-01-30 15:28:48,0.78,0.81,0.46,0.53
2019-01-30 15:36:00,0.8,0.76,0.44,0.51
2019-01-30 15:43:12,0.8,0.76,0.44,0.51
2019-01-30 15:50:24,0.73,0.78,0.62,0.5
2019-01-30 15:57:36,0.73,0.78,0.62,0.5
2019-01-30 16:04:48,0.93,0.82,0.58,0.65
2019-01-30 16:12:00,0.93,0.82,0.58,0.65
2019-01-30 16:19:12,1.1,0.93,0.68,0.75
2019-01-30 16:26:24,1.1,0.93,0.68,0.75
2019-01-30 16:33:36,1.01,0.91,0.77,0.73
2019-01-30 16:40:48,1.01,0.91,0.77,0.73
2019-01-30 16:48:00,1.14,1.0,0.87,0.82
2019-01-30 16:55:12,1.14,1.0,0.87,0.82
2019-01-30 17:02:24,1.04,1.03,0.92,0.93
2019-01-30 17:09:36,1.04,1.03,0.92,0.93
2019-01-30 17:16:48,1.19,1.09,0.87,0.84
2019-01-30 17:24:00,1.19,1.09,0.87,0.84
2019-01-30 17:31:12,1.23,1.14,0.85,0.82
2019-01-30 17:38:24,1.23,1.14,0.85,0.82
2019-01-30 17:45:36,1.23,1.14,0.85,0.82
2019-01-30 17:52:48,1.27,1.26,0.86,0.95
2019-01-30 18:00:00,1.27,1.26,0.86,0.95
2019-01-30 18:07:12,1.36,1.2,0.93,1.16
2019-01-30 18:14:24,1.36,1.2,0.93,1.16
2019-01-30 18:21:36,1.54,1.3,1.02,1.03
2019-01-30 18:28:48,1.54,1.3,1.02,1.03
2019-01-30 18:36:00,1.72,1.46,1.13,1.17
2019-01-30 18:43:12,1.72,1.46,1.13,1.17
2019-01-30 18:50:24,1.42,1.21,0.95,0.8
2019-01-30 18:57:36,1.42,1.21,0.95,0.8
