,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-29 23:45:36,24.5,25.2,26.2,41.7,83.3,35.5,37.7,40.5,50.6,26.3,27.2,31.8,40.5,30.0,25.965517,25.0,,,47.62069,25.172414
2019-01-29 23:52:48,24.5,25.2,26.2,41.7,83.3,35.5,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,26.0,25.0,,,47.148148,25.0
2019-01-30 00:00:00,24.5,25.2,26.2,41.7,83.3,35.5,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,26.0,25.0,,,47.148148,25.0
2019-01-30 00:07:12,24.5,25.2,26.2,41.7,83.3,35.6,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,26.0,25.0,,,47.214286,25.0
2019-01-30 00:14:24,24.5,25.2,26.2,41.7,83.3,35.6,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,26.0,25.0,,,47.214286,25.0
2019-01-30 00:21:36,24.5,25.2,26.2,41.7,83.2,35.6,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,25.888889,25.0,,,47.740741,25.0
2019-01-30 00:28:48,24.5,25.2,26.2,41.7,83.2,35.6,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,25.888889,25.0,,,47.740741,25.0
2019-01-30 00:36:00,24.5,25.2,26.2,41.7,83.2,35.6,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,25.75,25.0,,,47.892857,25.0
2019-01-30 00:43:12,24.5,25.2,26.2,41.7,83.2,35.6,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,25.75,25.0,,,47.892857,25.0
2019-01-30 00:50:24,24.5,25.2,26.2,41.6,83.2,35.6,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,25.5,25.0,,,47.714286,25.0
2019-01-30 00:57:36,24.5,25.2,26.2,41.6,83.2,35.6,37.7,40.5,50.5,26.3,27.2,31.8,40.5,30.0,25.5,25.0,,,47.714286,25.0
