,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-29 23:45:36,26.5,27.9,30.1,43.2,48.3,24.5,26.2,29.3,38.6,53.2,23.9,24.6,26.0,48.8,79.2,26.0,22.0,27.0,28.0,25.965517
2019-01-29 23:52:48,26.5,27.9,30.1,43.2,48.3,24.5,26.2,29.3,38.6,53.1,24.0,24.7,26.0,48.8,79.2,26.0,22.0,27.0,27.962963,25.888889
2019-01-30 00:00:00,26.5,27.9,30.1,43.2,48.3,24.5,26.2,29.3,38.6,53.1,24.0,24.7,26.0,48.8,79.2,26.0,22.0,27.0,27.962963,25.888889
2019-01-30 00:07:12,26.6,27.9,30.2,43.2,48.3,24.5,26.2,29.3,38.6,53.1,24.0,24.7,26.0,48.7,79.2,26.0,22.0,27.0,28.0,25.964286
2019-01-30 00:14:24,26.6,27.9,30.2,43.2,48.3,24.5,26.2,29.3,38.6,53.1,24.0,24.7,26.0,48.7,79.2,26.0,22.0,27.0,28.0,25.964286
2019-01-30 00:21:36,26.6,28.0,30.2,43.2,48.3,24.6,26.3,29.3,38.6,53.1,24.0,24.7,26.0,48.7,79.1,26.0,22.0,27.0,28.0,25.962963
2019-01-30 00:28:48,26.6,28.0,30.2,43.2,48.3,24.6,26.3,29.3,38.6,53.1,24.0,24.7,26.0,48.7,79.1,26.0,22.0,27.0,28.0,25.962963
2019-01-30 00:36:00,26.6,28.0,30.2,43.2,48.3,24.6,26.3,29.3,38.6,53.1,24.0,24.7,26.0,48.7,79.1,26.0,22.0,27.0,28.0,26.0
2019-01-30 00:43:12,26.6,28.0,30.2,43.2,48.3,24.6,26.3,29.3,38.6,53.1,24.0,24.7,26.0,48.7,79.1,26.0,22.0,27.0,28.0,26.0
2019-01-30 00:50:24,26.6,28.0,30.2,43.2,48.3,24.6,26.3,29.3,38.6,53.1,24.0,24.7,26.1,48.7,79.1,26.0,22.0,27.0,28.0,26.0
