,476_APAR_715.15,480_APAR_716.16,484_APAR_717.17,488_APAR_718.18,492_APAR_719.19,496_APAR_720.20,500_APAR_721.21,504_APAR_722.22,508_APAR_723.23,512_APAR_724.24,516_APAR_725.25,520_APAR_726.26,524_APAR_727.27,528_APAR_728.28,532_APAR_729.29,536_APAR_730.30,540_APAR_731.31,544_APAR_732.32,548_APAR_733.1,552_APAR_734.2,556_APAR_735.3,560_APAR_736.4,564_APAR_737.5,568_APAR_738.6,572_APAR_739.7,576_APAR_740.8,580_APAR_741.9,584_APAR_742.10,588_APAR_743.11,592_APAR_744.12,596_APAR_745.13,600_APAR_746.14,604_APAR_747.15,608_APAR_748.16,612_APAR_749.17,616_APAR_750.18,620_APAR_751.19,624_APAR_752.20,628_APAR_753.21,632_APAR_754.22,636_APAR_755.23,640_APAR_756.24,644_APAR_757.25,706_FIF_703.3,708_FIF_704.4,710_FIF_705.5,712_FIF_706.6,714_FIF_707.7,716_FIF_708.8,718_FIF_709.9,720_FIF_710.10
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29 23:45:36,33.9,34.7,36.1,49.0,71.8,29.4,30.0,30.5,50.0,75.0,47.0,46.4,49.2,58.6,28.1,29.6,37.6,43.9,27.6,28.2,33.3,40.4,47.9,33.0,34.6,34.2,44.0,57.5,57.1,44.0,34.0,29.0,62.8,44.8,35.2,23.1,52.4,37.8,29.3,24.4,83.3,61.2,86.2,27.0,35.37931,25.0,32.586207,25.0,31.0,27.0,27.0
2019-01-29 23:52:48,33.9,34.7,36.1,49.0,71.7,29.4,30.0,30.5,50.0,74.9,47.0,46.4,49.2,58.6,28.1,29.6,37.6,43.9,27.6,28.2,33.3,40.4,47.9,33.0,34.6,34.2,44.0,57.5,57.1,44.0,34.0,29.0,62.8,44.8,35.2,23.2,52.4,37.8,29.3,24.4,83.2,61.2,85.9,27.0,35.592593,25.0,32.444444,25.0,31.0,27.0,27.0
2019-01-30 00:00:00,33.9,34.7,36.1,49.0,71.7,29.4,30.0,30.5,50.0,74.9,47.0,46.4,49.2,58.6,28.1,29.6,37.6,43.9,27.6,28.2,33.3,40.4,47.9,33.0,34.6,34.2,44.0,57.5,57.1,44.0,34.0,29.0,62.8,44.8,35.2,23.2,52.4,37.8,29.3,24.4,83.2,61.2,85.9,27.0,35.592593,25.0,32.444444,25.0,31.0,27.0,27.0
2019-01-30 00:07:12,33.8,34.5,36.1,48.9,71.7,29.4,30.0,30.4,49.9,74.9,47.0,46.4,49.2,58.6,28.1,29.6,37.6,43.9,27.6,28.2,33.3,40.4,47.9,32.9,34.6,34.2,44.0,57.5,57.1,44.0,34.1,29.1,62.8,44.9,35.2,23.2,52.4,37.8,29.3,24.4,83.2,61.2,85.7,27.0,36.0,25.0,32.535714,25.0,31.0,27.0,27.0
2019-01-30 00:14:24,33.8,34.5,36.1,48.9,71.7,29.4,30.0,30.4,49.9,74.9,47.0,46.4,49.2,58.6,28.1,29.6,37.6,43.9,27.6,28.2,33.3,40.4,47.9,32.9,34.6,34.2,44.0,57.5,57.1,44.0,34.1,29.1,62.8,44.9,35.2,23.2,52.4,37.8,29.3,24.4,83.2,61.2,85.7,27.0,36.0,25.0,32.535714,25.0,31.0,27.0,27.0
2019-01-30 00:21:36,33.9,34.7,36.1,48.8,71.7,29.4,30.0,30.4,49.9,74.9,47.0,46.4,49.2,58.6,28.1,29.6,37.6,43.9,27.6,28.2,33.3,40.4,47.9,32.8,34.5,34.2,44.0,57.5,57.1,44.0,34.1,29.1,62.8,44.9,35.3,23.2,52.3,37.8,29.3,24.4,83.1,61.2,86.1,27.0,35.962963,25.0,32.259259,25.0,31.0,27.0,27.0
2019-01-30 00:28:48,33.9,34.7,36.1,48.8,71.7,29.4,30.0,30.4,49.9,74.9,47.0,46.4,49.2,58.6,28.1,29.6,37.6,43.9,27.6,28.2,33.3,40.4,47.9,32.8,34.5,34.2,44.0,57.5,57.1,44.0,34.1,29.1,62.8,44.9,35.3,23.2,52.3,37.8,29.3,24.4,83.1,61.2,86.1,27.0,35.962963,25.0,32.259259,25.0,31.0,27.0,27.0
2019-01-30 00:36:00,33.9,34.6,36.1,48.8,71.7,29.4,30.0,30.4,49.8,74.8,47.0,46.4,49.2,58.6,28.2,29.6,37.6,43.9,27.5,28.2,33.3,40.4,47.9,32.8,34.5,34.2,44.0,57.4,57.1,44.0,34.1,29.0,62.8,44.9,35.3,23.3,52.3,37.8,29.3,24.4,83.0,61.1,85.6,27.0,36.0,25.0,32.142857,25.0,31.0,27.0,27.0
2019-01-30 00:43:12,33.9,34.6,36.1,48.8,71.7,29.4,30.0,30.4,49.8,74.8,47.0,46.4,49.2,58.6,28.2,29.6,37.6,43.9,27.5,28.2,33.3,40.4,47.9,32.8,34.5,34.2,44.0,57.4,57.1,44.0,34.1,29.0,62.8,44.9,35.3,23.3,52.3,37.8,29.3,24.4,83.0,61.1,85.6,27.0,36.0,25.0,32.142857,25.0,31.0,27.0,27.0
