,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08 23:45:36,27.7,27.7,30.6,40.3,50.7,28.0,30.1,33.5,41.6,52.4,25.9,29.2,37.1,29.9,38.7,45.2,25.0,35.4,53.7,,,,,,,,,,51.8,100.0,48.2,28.0,30.0,27.0,29.0,27.0
2019-02-08 23:52:48,27.7,27.7,30.6,40.3,50.7,28.0,30.1,33.5,41.6,52.4,26.0,29.3,37.2,29.9,38.7,45.1,25.0,35.4,53.8,,,,,,,,,,51.2,100.0,48.1,28.0,30.0,27.0,29.0,27.0
2019-02-09 00:00:00,27.7,27.7,30.6,40.3,50.7,28.0,30.1,33.5,41.6,52.4,26.0,29.3,37.2,29.9,38.7,45.1,25.0,35.4,53.8,,,,,,,,,,51.2,100.0,48.1,28.0,30.0,27.0,29.0,27.0
2019-02-09 00:07:12,27.7,27.7,30.6,40.3,50.7,28.0,30.1,33.5,41.6,52.4,26.0,29.3,37.2,29.9,38.7,45.1,25.0,35.4,53.8,,,,,,,,,,51.0,100.0,48.1,28.0,30.0,27.0,29.0,27.0
2019-02-09 00:14:24,27.7,27.7,30.6,40.3,50.7,28.0,30.1,33.5,41.6,52.4,26.0,29.3,37.2,29.9,38.7,45.1,25.0,35.4,53.8,,,,,,,,,,51.0,100.0,48.1,28.0,30.0,27.0,29.0,27.0
2019-02-09 00:21:36,27.7,27.7,30.6,40.3,50.7,28.0,30.1,33.5,41.5,52.4,26.1,29.4,37.2,29.9,38.7,45.2,25.0,35.4,53.8,,,,,,,,,,51.0,100.0,48.0,28.0,30.0,27.0,29.0,27.0
2019-02-09 00:28:48,27.7,27.7,30.6,40.3,50.7,28.0,30.1,33.5,41.5,52.4,26.1,29.4,37.2,29.9,38.7,45.2,25.0,35.4,53.8,,,,,,,,,,51.0,100.0,48.0,28.0,30.0,27.0,29.0,27.0
2019-02-09 00:36:00,27.7,27.7,30.6,40.3,50.7,28.0,30.1,33.5,41.5,52.4,26.1,29.5,37.3,29.9,38.7,45.1,25.1,35.4,53.8,,,,,,,,,,50.9,100.0,48.0,28.0,30.0,27.0,29.0,27.0
