,3863_FIF_38.9,3865_FIF_39.10,3867_FIF_40.11,3869_FIF_41.12
,avg,avg,avg,avg
Time,,,,
2019-02-08 23:45:36,86.0,93.965517,85.0,71.0
2019-02-08 23:52:48,86.0,89.866667,85.0,62.533333
2019-02-09 00:00:00,86.0,89.866667,85.0,62.533333
2019-02-09 00:07:12,86.045455,89.136364,85.045455,57.818182
2019-02-09 00:14:24,86.045455,89.136364,85.045455,57.818182
2019-02-09 00:21:36,86.521739,88.478261,85.826087,59.565217
2019-02-09 00:28:48,86.521739,88.478261,85.826087,59.565217
2019-02-09 00:36:00,86.615385,89.230769,86.0,57.846154
2019-02-09 00:43:12,86.615385,89.230769,86.0,57.846154
2019-02-09 00:50:24,86.033333,87.433333,86.0,61.833333
2019-02-09 00:57:36,86.033333,87.433333,86.0,61.833333
2019-02-09 01:04:48,86.517241,89.172414,86.0,61.655172
2019-02-09 01:12:00,86.517241,89.172414,86.0,61.655172
2019-02-09 01:19:12,87.066667,92.6,86.0,65.5
2019-02-09 01:26:24,87.066667,92.6,86.0,65.5
2019-02-09 01:33:36,87.096774,96.032258,86.0,69.741935
2019-02-09 01:40:48,87.096774,96.032258,86.0,69.741935
2019-02-09 01:48:00,86.96875,96.65625,86.0,69.4375
2019-02-09 01:55:12,86.96875,96.65625,86.0,69.4375
2019-02-09 02:02:24,86.96875,95.875,86.0,67.8125
2019-02-09 02:09:36,86.96875,95.875,86.0,67.8125
2019-02-09 02:16:48,86.870968,93.129032,86.0,64.806452
2019-02-09 02:24:00,86.870968,93.129032,86.0,64.806452
2019-02-09 02:31:12,87.0,92.1,86.0,62.733333
2019-02-09 02:38:24,87.0,92.1,86.0,62.733333
2019-02-09 02:45:36,87.0,92.1,86.0,62.733333
2019-02-09 02:52:48,87.0,91.413793,86.0,62.517241
2019-02-09 03:00:00,87.0,91.413793,86.0,62.517241
2019-02-09 03:07:12,87.0,90.766667,86.0,60.233333
2019-02-09 03:14:24,87.0,90.766667,86.0,60.233333
2019-02-09 03:21:36,87.0,89.4,86.0,58.0
2019-02-09 03:28:48,87.0,89.4,86.0,58.0
2019-02-09 03:36:00,87.0,90.6875,86.0,59.0625
2019-02-09 03:43:12,87.0,90.6875,86.0,59.0625
2019-02-09 03:50:24,87.0,90.580645,86.0,59.903226
2019-02-09 03:57:36,87.0,90.580645,86.0,59.903226
2019-02-09 04:04:48,87.0,89.043478,86.0,58.347826
2019-02-09 04:12:00,87.0,89.043478,86.0,58.347826
2019-02-09 04:19:12,87.181818,88.636364,86.0,57.863636
2019-02-09 04:26:24,87.181818,88.636364,86.0,57.863636
2019-02-09 04:33:36,87.923077,90.807692,86.384615,60.307692
2019-02-09 04:40:48,87.923077,90.807692,86.384615,60.307692
2019-02-09 04:48:00,87.0,91.9,86.866667,63.3
2019-02-09 04:55:12,87.0,91.9,86.866667,63.3
2019-02-09 05:02:24,87.833333,94.933333,86.933333,65.766667
2019-02-09 05:09:36,87.833333,94.933333,86.933333,65.766667
2019-02-09 05:16:48,87.59375,96.8125,86.5625,69.59375
2019-02-09 05:24:00,87.59375,96.8125,86.5625,69.59375
2019-02-09 05:31:12,87.064516,98.806452,86.096774,70.548387
2019-02-09 05:38:24,87.064516,98.806452,86.096774,70.548387
2019-02-09 05:45:36,87.290323,99.483871,86.0,73.483871
2019-02-09 05:52:48,87.290323,99.483871,86.0,73.483871
2019-02-09 06:00:00,87.290323,99.483871,86.0,73.483871
2019-02-09 06:07:12,87.266667,99.6,86.0,74.833333
2019-02-09 06:14:24,87.266667,99.6,86.0,74.833333
2019-02-09 06:21:36,87.0,99.966667,85.933333,78.2
2019-02-09 06:28:48,87.0,99.966667,85.933333,78.2
2019-02-09 06:36:00,86.033333,100.0,85.033333,80.5
2019-02-09 06:43:12,86.033333,100.0,85.033333,80.5
2019-02-09 06:50:24,86.0,100.0,84.466667,83.566667
2019-02-09 06:57:36,86.0,100.0,84.466667,83.566667
2019-02-09 07:04:48,85.870968,100.0,83.096774,82.322581
2019-02-09 07:12:00,85.870968,100.0,83.096774,82.322581
2019-02-09 07:19:12,84.9375,100.0,81.625,89.46875
2019-02-09 07:26:24,84.9375,100.0,81.625,89.46875
2019-02-09 07:33:36,83.645161,100.0,78.064516,96.612903
2019-02-09 07:40:48,83.645161,100.0,78.064516,96.612903
2019-02-09 07:48:00,82.517241,100.0,77.62069,99.344828
2019-02-09 07:55:12,82.517241,100.0,77.62069,99.344828
2019-02-09 08:02:24,80.347826,99.869565,79.913043,99.608696
2019-02-09 08:09:36,80.347826,99.869565,79.913043,99.608696
2019-02-09 08:16:48,77.608696,97.347826,80.0,99.0
2019-02-09 08:24:00,77.608696,97.347826,80.0,99.0
2019-02-09 08:31:12,77.846154,95.884615,80.0,98.307692
2019-02-09 08:38:24,77.846154,95.884615,80.0,98.307692
2019-02-09 08:45:36,78.129032,96.193548,79.903226,97.741935
2019-02-09 08:52:48,78.129032,96.193548,79.903226,97.741935
2019-02-09 09:00:00,78.129032,96.193548,79.903226,97.741935
2019-02-09 09:07:12,78.0,96.0,79.71875,97.0
2019-02-09 09:14:24,78.0,96.0,79.71875,97.0
2019-02-09 09:21:36,78.677419,96.0,79.0,96.709677
2019-02-09 09:28:48,78.677419,96.0,79.0,96.709677
2019-02-09 09:36:00,79.0,95.225806,77.870968,96.0
2019-02-09 09:43:12,79.0,95.225806,77.870968,96.0
2019-02-09 09:50:24,78.827586,95.034483,73.206897,94.241379
2019-02-09 09:57:36,78.827586,95.034483,73.206897,94.241379
2019-02-09 10:04:48,78.266667,95.766667,72.5,91.566667
2019-02-09 10:12:00,78.266667,95.766667,72.5,91.566667
2019-02-09 10:19:12,77.758621,95.068966,74.689655,89.448276
2019-02-09 10:26:24,77.758621,95.068966,74.689655,89.448276
2019-02-09 10:33:36,77.066667,94.733333,72.966667,89.933333
2019-02-09 10:40:48,77.066667,94.733333,72.966667,89.933333
2019-02-09 10:48:00,77.0,94.0,72.71875,90.15625
2019-02-09 10:55:12,77.0,94.0,72.71875,90.15625
2019-02-09 11:02:24,76.90625,94.0625,73.875,90.75
2019-02-09 11:09:36,76.90625,94.0625,73.875,90.75
2019-02-09 11:16:48,76.419355,94.0,73.580645,90.064516
2019-02-09 11:24:00,76.419355,94.0,73.580645,90.064516
2019-02-09 11:31:12,76.0,93.633333,70.733333,87.433333
2019-02-09 11:38:24,76.0,93.633333,70.733333,87.433333
2019-02-09 11:45:36,76.0,93.633333,70.733333,87.433333
2019-02-09 11:52:48,76.0,93.310345,73.413793,89.172414
2019-02-09 12:00:00,76.0,93.310345,73.413793,89.172414
2019-02-09 12:07:12,76.0,93.26087,74.956522,90.478261
2019-02-09 12:14:24,76.0,93.26087,74.956522,90.478261
2019-02-09 12:21:36,76.0,93.73913,76.521739,91.956522
2019-02-09 12:28:48,76.0,93.73913,76.521739,91.956522
2019-02-09 12:36:00,76.0,94.0,76.964286,92.178571
2019-02-09 12:43:12,76.0,94.0,76.964286,92.178571
2019-02-09 12:50:24,76.0,94.0,76.967742,92.032258
2019-02-09 12:57:36,76.0,94.0,76.967742,92.032258
2019-02-09 13:04:48,76.0,94.0,77.0,92.59375
2019-02-09 13:12:00,76.0,94.0,77.0,92.59375
2019-02-09 13:19:12,76.0,94.290323,77.0,92.322581
2019-02-09 13:26:24,76.0,94.290323,77.0,92.322581
2019-02-09 13:33:36,76.096774,95.0,77.0,93.0
2019-02-09 13:40:48,76.096774,95.0,77.0,93.0
2019-02-09 13:48:00,76.903226,95.0,77.0,93.0
2019-02-09 13:55:12,76.903226,95.0,77.0,93.0
2019-02-09 14:02:24,77.0,95.0,77.0,93.0
2019-02-09 14:09:36,77.0,95.0,77.0,93.0
2019-02-09 14:16:48,76.96875,95.0625,77.0,92.6875
2019-02-09 14:24:00,76.96875,95.0625,77.0,92.6875
2019-02-09 14:31:12,77.0,95.125,77.0,93.0
2019-02-09 14:38:24,77.0,95.125,77.0,93.0
2019-02-09 14:45:36,77.0,96.0,77.677419,93.0
2019-02-09 14:52:48,77.0,96.0,77.677419,93.0
2019-02-09 15:00:00,77.0,96.0,77.677419,93.0
2019-02-09 15:07:12,77.0,96.0,78.0,93.0
2019-02-09 15:14:24,77.0,96.0,78.0,93.0
2019-02-09 15:21:36,77.433333,96.533333,78.0,93.0
2019-02-09 15:28:48,77.433333,96.533333,78.0,93.0
2019-02-09 15:36:00,78.0,96.862069,78.0,93.0
2019-02-09 15:43:12,78.0,96.862069,78.0,93.0
2019-02-09 15:50:24,77.9,96.8,78.0,93.0
2019-02-09 15:57:36,77.9,96.8,78.0,93.0
2019-02-09 16:04:48,78.0,97.0,78.148148,93.111111
2019-02-09 16:12:00,78.0,97.0,78.148148,93.111111
2019-02-09 16:19:12,79.454545,98.136364,79.363636,94.5
2019-02-09 16:26:24,79.454545,98.136364,79.363636,94.5
2019-02-09 16:33:36,81.347826,99.913043,80.434783,95.956522
2019-02-09 16:40:48,81.347826,99.913043,80.434783,95.956522
2019-02-09 16:48:00,82.0,100.0,81.0,96.366667
2019-02-09 16:55:12,82.0,100.0,81.0,96.366667
2019-02-09 17:02:24,82.0,100.0,81.0,97.0
2019-02-09 17:09:36,82.0,100.0,81.0,97.0
2019-02-09 17:16:48,82.0,100.0,81.0,97.0
2019-02-09 17:24:00,82.0,100.0,81.0,97.0
2019-02-09 17:31:12,82.0,100.0,81.032258,97.0
