,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-08 23:45:36,12.8,6.7,1.6,14.3,13.9,16.0
2019-02-08 23:52:48,12.8,6.7,1.6,14.3,13.9,15.9
2019-02-09 00:00:00,12.8,6.7,1.6,14.3,13.9,15.9
2019-02-09 00:07:12,12.8,6.6,1.5,14.2,13.9,15.8
2019-02-09 00:14:24,12.8,6.6,1.5,14.2,13.9,15.8
2019-02-09 00:21:36,12.8,6.6,1.4,14.2,13.8,15.7
2019-02-09 00:28:48,12.8,6.6,1.4,14.2,13.8,15.7
2019-02-09 00:36:00,12.7,6.6,1.4,14.1,13.8,15.6
2019-02-09 00:43:12,12.7,6.6,1.4,14.1,13.8,15.6
2019-02-09 00:50:24,12.7,6.5,1.3,14.1,13.8,15.6
2019-02-09 00:57:36,12.7,6.5,1.3,14.1,13.8,15.6
2019-02-09 01:04:48,12.7,6.5,1.3,14.1,13.7,15.7
2019-02-09 01:12:00,12.7,6.5,1.3,14.1,13.7,15.7
2019-02-09 01:19:12,12.7,6.4,1.2,14.1,13.7,15.6
2019-02-09 01:26:24,12.7,6.4,1.2,14.1,13.7,15.6
2019-02-09 01:33:36,12.6,6.4,1.2,14.1,13.7,15.6
2019-02-09 01:40:48,12.6,6.4,1.2,14.1,13.7,15.6
2019-02-09 01:48:00,12.6,6.4,1.1,14.1,13.7,15.5
2019-02-09 01:55:12,12.6,6.4,1.1,14.1,13.7,15.5
2019-02-09 02:02:24,12.6,6.3,1.1,14.0,13.7,15.5
2019-02-09 02:09:36,12.6,6.3,1.1,14.0,13.7,15.5
2019-02-09 02:16:48,12.6,6.3,1.0,14.0,13.6,15.5
2019-02-09 02:24:00,12.6,6.3,1.0,14.0,13.6,15.5
2019-02-09 02:31:12,12.5,6.3,1.0,14.0,13.6,15.4
2019-02-09 02:38:24,12.5,6.3,1.0,14.0,13.6,15.4
2019-02-09 02:45:36,12.5,6.2,0.9,14.0,13.6,15.4
2019-02-09 02:52:48,12.5,6.2,0.9,14.0,13.6,15.3
2019-02-09 03:00:00,12.5,6.2,0.9,14.0,13.6,15.3
2019-02-09 03:07:12,12.5,6.2,0.9,13.9,13.6,15.2
2019-02-09 03:14:24,12.5,6.2,0.9,13.9,13.6,15.2
2019-02-09 03:21:36,12.5,6.1,0.8,13.8,13.5,15.2
2019-02-09 03:28:48,12.5,6.1,0.8,13.8,13.5,15.2
2019-02-09 03:36:00,12.4,6.1,0.8,13.8,13.5,15.2
2019-02-09 03:43:12,12.4,6.1,0.8,13.8,13.5,15.2
2019-02-09 03:50:24,12.4,6.1,0.7,13.8,13.4,15.2
2019-02-09 03:57:36,12.4,6.1,0.7,13.8,13.4,15.2
2019-02-09 04:04:48,12.4,6.0,0.7,13.8,13.4,15.2
2019-02-09 04:12:00,12.4,6.0,0.7,13.8,13.4,15.2
2019-02-09 04:19:12,12.3,6.0,0.6,13.8,13.4,15.2
2019-02-09 04:26:24,12.3,6.0,0.6,13.8,13.4,15.2
2019-02-09 04:33:36,12.3,5.9,0.6,13.8,13.4,15.2
2019-02-09 04:40:48,12.3,5.9,0.6,13.8,13.4,15.2
2019-02-09 04:48:00,12.3,5.9,0.5,13.8,13.4,15.2
2019-02-09 04:55:12,12.3,5.9,0.5,13.8,13.4,15.2
2019-02-09 05:02:24,12.3,5.9,0.5,13.7,13.4,15.3
2019-02-09 05:09:36,12.3,5.9,0.5,13.7,13.4,15.3
2019-02-09 05:16:48,12.3,5.8,0.5,13.7,13.3,15.4
2019-02-09 05:24:00,12.3,5.8,0.5,13.7,13.3,15.4
