,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-08 23:45:36,39.0,62.2,81.6,40.2,36.0,42.1
2019-02-08 23:52:48,38.9,62.2,81.6,40.2,36.0,42.1
2019-02-09 00:00:00,38.9,62.2,81.6,40.2,36.0,42.1
2019-02-09 00:07:12,38.9,62.1,81.6,40.2,36.0,42.1
2019-02-09 00:14:24,38.9,62.1,81.6,40.2,36.0,42.1
2019-02-09 00:21:36,38.9,62.1,81.6,40.1,36.0,42.0
2019-02-09 00:28:48,38.9,62.1,81.6,40.1,36.0,42.0
2019-02-09 00:36:00,38.8,62.1,81.5,40.1,36.0,42.0
2019-02-09 00:43:12,38.8,62.1,81.5,40.1,36.0,42.0
2019-02-09 00:50:24,38.8,62.0,81.5,40.1,36.0,42.0
2019-02-09 00:57:36,38.8,62.0,81.5,40.1,36.0,42.0
2019-02-09 01:04:48,38.9,62.0,81.5,40.1,36.0,41.9
2019-02-09 01:12:00,38.9,62.0,81.5,40.1,36.0,41.9
2019-02-09 01:19:12,38.9,62.0,81.5,40.2,36.0,41.9
2019-02-09 01:26:24,38.9,62.0,81.5,40.2,36.0,41.9
2019-02-09 01:33:36,38.9,61.9,81.5,40.2,36.0,41.9
2019-02-09 01:40:48,38.9,61.9,81.5,40.2,36.0,41.9
2019-02-09 01:48:00,38.8,61.9,81.5,40.1,36.09375,41.8
2019-02-09 01:55:12,38.8,61.9,81.5,40.1,36.09375,41.8
2019-02-09 02:02:24,38.8,61.8,81.5,40.1,36.03125,41.8
2019-02-09 02:09:36,38.8,61.8,81.5,40.1,36.03125,41.8
2019-02-09 02:16:48,38.8,61.8,81.5,40.1,36.064516,41.8
2019-02-09 02:24:00,38.8,61.8,81.5,40.1,36.064516,41.8
2019-02-09 02:31:12,38.9,61.8,81.5,40.1,36.0,41.7
2019-02-09 02:38:24,38.9,61.8,81.5,40.1,36.0,41.7
2019-02-09 02:45:36,38.8,61.7,81.5,40.1,36.0,41.7
2019-02-09 02:52:48,38.8,61.7,81.5,40.1,36.0,41.7
2019-02-09 03:00:00,38.8,61.7,81.5,40.1,36.0,41.7
2019-02-09 03:07:12,38.8,61.7,81.5,40.0,36.0,41.7
2019-02-09 03:14:24,38.8,61.7,81.5,40.0,36.0,41.7
2019-02-09 03:21:36,38.7,61.7,81.5,40.0,36.1,41.6
2019-02-09 03:28:48,38.7,61.7,81.5,40.0,36.1,41.6
2019-02-09 03:36:00,38.7,61.6,81.5,40.0,36.03125,41.6
2019-02-09 03:43:12,38.7,61.6,81.5,40.0,36.03125,41.6
2019-02-09 03:50:24,38.8,61.6,81.5,40.0,36.032258,41.6
2019-02-09 03:57:36,38.8,61.6,81.5,40.0,36.032258,41.6
2019-02-09 04:04:48,38.8,61.6,81.6,40.0,36.0,41.5
2019-02-09 04:12:00,38.8,61.6,81.6,40.0,36.0,41.5
2019-02-09 04:19:12,38.8,61.5,81.6,40.1,36.0,41.5
2019-02-09 04:26:24,38.8,61.5,81.6,40.1,36.0,41.5
2019-02-09 04:33:36,38.8,61.5,81.6,40.1,36.0,41.5
2019-02-09 04:40:48,38.8,61.5,81.6,40.1,36.0,41.5
2019-02-09 04:48:00,38.8,61.5,81.6,40.0,36.066667,41.4
2019-02-09 04:55:12,38.8,61.5,81.6,40.0,36.066667,41.4
2019-02-09 05:02:24,38.7,61.4,81.6,40.0,36.366667,41.4
2019-02-09 05:09:36,38.7,61.4,81.6,40.0,36.366667,41.4
2019-02-09 05:16:48,38.8,61.4,81.6,40.0,36.6875,41.3
