,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-08 23:45:36,27.5,28.9,31.2,44.2,49.2,24.5,26.3,29.4,38.2,52.3,24.6,25.2,26.9,48.5,77.1,25.0,22.0,25.482759,27.0,25.0
2019-02-08 23:52:48,27.5,28.9,31.2,44.2,49.2,24.5,26.3,29.4,38.2,52.3,24.6,25.2,26.9,48.5,77.1,25.0,22.0,25.1,27.0,25.0
2019-02-09 00:00:00,27.5,28.9,31.2,44.2,49.2,24.5,26.3,29.4,38.2,52.3,24.6,25.2,26.9,48.5,77.1,25.0,22.0,25.1,27.0,25.0
2019-02-09 00:07:12,27.5,28.9,31.2,44.1,49.2,24.5,26.3,29.4,38.1,52.3,24.6,25.2,26.9,48.4,77.1,25.0,22.0,25.0,27.0,25.0
2019-02-09 00:14:24,27.5,28.9,31.2,44.1,49.2,24.5,26.3,29.4,38.1,52.3,24.6,25.2,26.9,48.4,77.1,25.0,22.0,25.0,27.0,25.0
2019-02-09 00:21:36,27.5,28.9,31.2,44.1,49.2,24.5,26.3,29.4,38.1,52.3,24.6,25.1,26.9,48.4,77.1,25.0,22.0,25.0,27.0,25.0
2019-02-09 00:28:48,27.5,28.9,31.2,44.1,49.2,24.5,26.3,29.4,38.1,52.3,24.6,25.1,26.9,48.4,77.1,25.0,22.0,25.0,27.0,25.0
2019-02-09 00:36:00,27.5,28.9,31.2,44.1,49.2,24.5,26.3,29.3,38.1,52.3,24.6,25.1,26.9,48.3,77.1,24.923077,22.0,25.0,27.0,25.0
2019-02-09 00:43:12,27.5,28.9,31.2,44.1,49.2,24.5,26.3,29.3,38.1,52.3,24.6,25.1,26.9,48.3,77.1,24.923077,22.0,25.0,27.0,25.0
2019-02-09 00:50:24,27.5,28.9,31.1,44.1,49.2,24.5,26.3,29.3,38.1,52.3,24.5,25.1,26.8,48.3,77.1,24.333333,21.8,25.0,27.0,25.0
